id,name,title,imdb_score,tmdb_score,imdb_votes,tmdb_popularity,nor_imdb_vote,nor_tmdb_popularity,weighted_average_popularity
tm1170388,Carrie Cracknell,Persuasion,,6.0,2591.0,127.205,0.48,0.77,0.62
tm1126268,Jeremiah Zagar,Hustle,7.4,7.9,89770.0,746.928,0.75,0.91,0.83
tm1020438,Joseph Kosinski,Spiderhead,5.4,5.8,43239.0,996.869,0.7,0.93,0.82
tm1067148,Chris Williams,The Sea Beast,7.1,7.634,18852.0,1723.363,0.63,0.98,0.8
tm1226954,Skye Borgman,Girl in the Picture,7.3,7.196,9786.0,219.908,0.58,0.81,0.7
tm1143265,Kevin Ko,Incantation,6.2,7.4,5660.0,2274.044,0.54,1.0,0.77
tm957290,Iris K. Shim,Umma,4.6,5.9,4583.0,155.039,0.52,0.78,0.65
tm1043537,John Madden,Operation Mincemeat,6.6,6.7,18893.0,44.29,0.63,0.68,0.66
tm928497,Alberto de Toro,Valley of the Dead,6.5,6.303,114.0,1668.296,0.24,0.98,0.61
tm928497,Javier Ruiz Caldera,Valley of the Dead,6.5,6.303,114.0,1668.296,0.24,0.98,0.61
tm1228854,Mike Binder,Bill Burr: Live at Red Rocks,7.8,6.9,1281.0,16.145,0.43,0.6,0.52
tm1082564,Shawn Levy,The Adam Project,6.7,7.106,183489.0,317.154,0.81,0.84,0.82
tm856378,Adam McKay,Don't Look Up,7.2,7.208,515337.0,120.874,0.89,0.76,0.82
tm674063,Jane Campion,The Power of the Dog,6.8,6.8,164844.0,41.183,0.8,0.68,0.74
tm1072066,Martin Sofiedal,Blasted,4.8,5.3,1528.0,41.268,0.44,0.68,0.56
tm1221677,Michael Lewen,"Hello, Goodbye, and Everything in Between",4.9,5.965,1842.0,564.004,0.45,0.89,0.67
tm1044289,Matthew Reilly,Interceptor,4.5,6.13,20007.0,438.512,0.64,0.87,0.76
tm1080083,Maggie Gyllenhaal,The Lost Daughter,6.7,6.6,58882.0,36.068,0.72,0.67,0.7
tm979026,Lin-Manuel Miranda,"tick, tick... BOOM!",7.5,7.8,98370.0,33.246,0.76,0.66,0.71
tm404856,Rawson Marshall Thurber,Red Notice,6.3,6.775,264194.0,311.673,0.83,0.84,0.84
tm1232830,Rikki Hughes,Dave Chappelle: What's in a Name?,,6.0,2591.0,11.947,0.48,0.58,0.53
tm1229846,Antoine Tassin,My Daughter's Killer,6.9,6.6,832.0,177.035,0.39,0.79,0.59
tm1201262,Brandon Camp,Love & Gelato,5.1,5.35,3980.0,146.021,0.51,0.78,0.64
tm852172,Richard Linklater,Apollo 10½:  A Space Age Childhood,7.3,7.2,6681.0,8.534,0.55,0.55,0.55
tm937814,Nick Rosen,The Alpinist,8.0,7.7,8048.0,8.534,0.57,0.55,0.56
tm937814,Peter Mortimer,The Alpinist,8.0,7.7,8048.0,8.534,0.57,0.55,0.56
tm370144,Michael Rianda,The Mitchells vs. the Machines,7.6,8.0,103825.0,35.602,0.76,0.67,0.72
tm825714,Jeymes Samuel,The Harder They Fall,6.5,6.746,59833.0,114.813,0.72,0.76,0.74
tm996762,Sashi Kiran Tikka,Major,9.1,8.188,7576.0,6.429,0.56,0.53,0.55
tm1196288,Lucie Jourdan,Our Father,6.5,6.5,9889.0,42.481,0.58,0.68,0.63
tm1083293,Charlie McDowell,Windfall,5.7,5.327,20903.0,43.789,0.64,0.68,0.66
tm1165462,Alex Hardcastle,Senior Year,5.5,5.9,34419.0,232.337,0.68,0.82,0.75
tm946869,David Blue Garcia,Texas Chainsaw Massacre,4.8,5.2,48828.0,331.065,0.7,0.85,0.77
tm986168,Antoine Fuqua,The Guilty,6.3,6.4,117984.0,33.761,0.77,0.66,0.72
tm1019177,Tim Fehlbaum,The Colony,5.3,5.6,8495.0,23.747,0.57,0.63,0.6
tm1209228,Jeff Tomsic,Norm Macdonald: Nothing Special,7.6,6.2,1466.0,4.061,0.44,0.49,0.46
tm1209228,Norm Macdonald,Norm Macdonald: Nothing Special,7.6,6.2,1466.0,4.061,0.44,0.49,0.46
tm1120543,Judd Apatow,The Bubble,4.7,4.8,22479.0,91.061,0.65,0.74,0.7
tm991529,Paolo Sorrentino,The Hand of God,7.4,7.6,30235.0,34.74,0.67,0.66,0.66
tm1231785,Barbara Ott,For Jojo,4.2,3.792,121.0,16.562,0.24,0.6,0.42
tm1092864,Nora Fingscheidt,The Unforgivable,7.1,7.5,105353.0,74.153,0.76,0.72,0.74
tm1235785,,The Best of Netflix Is a Joke: The Festival,,,2591.0,6.666,0.48,0.53,0.5
tm1014947,Peter Flinth,Against the Ice,6.5,6.9,20521.0,60.566,0.64,0.71,0.68
tm1075698,Peter Sollett,Metal Lords,6.7,6.8,24672.0,123.401,0.65,0.77,0.71
tm1195971,Amanda Micheli,Jennifer Lopez:  Halftime,6.5,6.935,3980.0,149.855,0.51,0.78,0.64
tm1117040,Anubhav Sinha,Anek,7.1,5.2,19394.0,9.261,0.63,0.56,0.6
tm1204402,John L. Spencer,Ricky Gervais: SuperNature,7.8,7.4,3256.0,7.492,0.5,0.54,0.52
tm1001097,Andrew Dosunmu,Beauty,3.9,5.9,492.0,87.939,0.35,0.74,0.54
tm525645,Leigh Janiak,Fear Street: Part One - 1994,6.2,6.766,77401.0,123.091,0.74,0.77,0.76
tm1022953,Emily Kunstler,Who We Are: A Chronicle of Racism in America,6.2,4.7,715.0,3.747,0.38,0.48,0.43
tm1022953,Sarah Kunstler,Who We Are: A Chronicle of Racism in America,6.2,4.7,715.0,3.747,0.38,0.48,0.43
tm1038686,Bo Burnham,Bo Burnham: Inside,8.7,8.2,44074.0,11.434,0.7,0.57,0.64
tm1180524,Emre Akay,Av: The Hunt,5.5,6.0,344.0,5.264,0.32,0.51,0.42
tm501313,Navot Papushado,Gunpowder Milkshake,6.0,6.398,42709.0,106.522,0.69,0.75,0.72
tm1137051,Tetsuro Araki,Bubble,6.3,7.497,4597.0,550.643,0.52,0.89,0.7
tm471968,Rebecca Hall,Passing,6.7,6.451,13803.0,29.687,0.61,0.65,0.63
tm1111987,Christian Schwochow,Munich: The Edge of War,6.8,6.9,28352.0,29.255,0.66,0.65,0.66
tm1048362,Matthias Schweighöfer,Army of Thieves,6.4,6.9,73790.0,157.021,0.74,0.79,0.76
tm1165983,Kim Farrant,The Weekend Away,5.6,6.0,22686.0,157.463,0.65,0.79,0.72
tm1198242,Jeff Tremaine,Jackass 4.5,,6.5,2591.0,212.868,0.48,0.81,0.64
tm1196705,Stuart McDonald,A Perfect Pairing,6.1,6.789,9742.0,372.132,0.58,0.85,0.72
tm1219452,Page Hurwitz,Cristela Alonzo: Middle Classy,6.8,6.0,211.0,5.986,0.29,0.52,0.4
tm456513,Zack Snyder,Army of the Dead,5.7,6.3,169348.0,131.869,0.8,0.77,0.78
tm1138477,Rory Kennedy,Downfall: The Case Against Boeing,7.4,7.2,10313.0,25.636,0.59,0.64,0.62
tm1166288,Katt Shea,Rescued by Ruby,7.1,7.119,7485.0,49.137,0.56,0.69,0.62
tm1064065,Adam Berg,Black Crab,5.6,6.3,19159.0,207.948,0.63,0.81,0.72
tm1119272,Torquil Jones,14 Peaks: Nothing Is Impossible,7.7,7.5,24213.0,22.226,0.65,0.63,0.64
tm851128,Jean-Pierre Jeunet,Bigbug,5.4,5.3,7483.0,26.497,0.56,0.64,0.6
tm1137119,Avi Nesher,Image of Victory,7.5,7.0,178.0,2.711,0.27,0.46,0.36
tm1166024,Toby Meakins,Choose or Die,4.7,5.3,18307.0,25.632,0.63,0.64,0.64
tm1046932,Cedric Nicolas-Troyan,Kate,6.2,6.7,59480.0,64.19,0.72,0.71,0.72
tm992844,Simon Stone,The Dig,7.1,6.9,73079.0,20.072,0.74,0.62,0.68
tm1207097,Ryan Polito,Bill Burr Presents: Friends Who Kill,4.5,5.1,1857.0,5.237,0.45,0.51,0.48
tm1033470,SK Dale,Till Death,5.8,6.6,20256.0,21.514,0.64,0.63,0.64
tm824160,Leigh Janiak,Fear Street: Part Two - 1978,6.7,7.3,60682.0,116.422,0.72,0.76,0.74
tm1064228,Paul Weitz,Fatherhood,6.6,7.6,34661.0,88.619,0.68,0.74,0.71
tm1185367,Alison Klayman,White Hot: The Rise & Fall of Abercrombie & Fitch,5.7,5.9,4124.0,5.038,0.52,0.51,0.52
tm983784,James Ashcroft,Coming Home in the Dark,5.7,5.7,5114.0,11.156,0.53,0.57,0.55
tm1171875,Kristoffer Rus,Too Old for Fairy Tales,6.1,6.4,34.0,8.449,0.15,0.55,0.35
tm993838,Josh Lawson,Long Story Short,6.5,7.0,4995.0,59.305,0.53,0.71,0.62
tm983723,Edgar Wright,The Sparks Brothers,7.8,7.3,4663.0,6.784,0.52,0.53,0.52
tm855839,Ole Bornedal,The Shadow in My Eye,7.3,7.742,9462.0,22.432,0.58,0.63,0.6
tm1108321,Stan Lathan,Dave Chappelle: The Closer,8.0,7.2,25873.0,7.841,0.66,0.54,0.6
tm1092958,Santiago Menghini,No One Gets Out Alive,5.3,6.0,15031.0,96.132,0.61,0.75,0.68
tm1046264,Jaume Balagueró,The Vault,6.4,5.9,21511.0,22.456,0.64,0.63,0.64
tm1150385,Felicity Morris,The Tinder Swindler,7.2,7.061,61809.0,41.443,0.72,0.68,0.7
tm1138743,Anne Alvergue,The Martha Mitchell Effect,,6.8,2591.0,4.687,0.48,0.5,0.49
tm1138743,Debra McClutchy,The Martha Mitchell Effect,,6.8,2591.0,4.687,0.48,0.5,0.49
tm1227918,Martina Pastori,Under the Amalfi Sun,5.2,6.3,502.0,561.722,0.35,0.89,0.62
tm347095,Alexandre Aja,Oxygen,6.5,6.635,37871.0,44.5,0.69,0.68,0.68
tm1087461,Fansu Njie,Last Man Down,4.8,6.273,12850.0,358.251,0.6,0.85,0.72
tm1046026,Tommy Wirkola,The Trip,6.9,6.7,20921.0,65.274,0.64,0.71,0.68
tm416779,Joe Wright,The Woman in the Window,5.7,6.1,72490.0,23.639,0.73,0.63,0.68
tm1191224,Tomasz Mandes,365 Days: This Day,2.5,5.8,16587.0,449.292,0.62,0.87,0.74
tm1191224,Barbara Bialowas,365 Days: This Day,2.5,5.8,16587.0,449.292,0.62,0.87,0.74
tm1075215,Peter Winther,Aftermath,5.3,6.4,15646.0,46.058,0.62,0.69,0.66
tm1094217,Ben Stassen,Chickenhare and the Hamster of Darkness,6.3,7.446,1303.0,511.444,0.43,0.88,0.66
tm1199146,Mehdi Avaz,Toscana,5.7,5.8,5826.0,11.013,0.54,0.57,0.55
tm1141439,Charles Kinnane,Home Team,6.0,6.8,17767.0,72.562,0.63,0.72,0.68
tm1141439,Daniel Kinnane,Home Team,6.0,6.8,17767.0,72.562,0.63,0.72,0.68
tm1018747,Dani de la Torre,Live Is Life,7.0,6.8,70.0,27.199,0.2,0.64,0.42
tm949309,Ramin Bahrani,The White Tiger,7.1,6.955,59441.0,19.472,0.72,0.62,0.67
tm1110527,Maurice Trouwborst,Captain Nova,5.5,6.2,1391.0,7.99,0.43,0.55,0.49
tm1022103,Daniel Monzón,Outlaws,6.9,7.0,3985.0,67.192,0.51,0.72,0.62
tm1046627,Matt Angel,Hypnotic,5.3,6.121,15690.0,71.857,0.62,0.72,0.67
tm1046627,Suzanne Coote,Hypnotic,5.3,6.121,15690.0,71.857,0.62,0.72,0.67
tm1185360,Elizabeth Chai Vasarhelyi,Return to Space,7.3,6.2,4087.0,19.791,0.51,0.62,0.56
tm1185360,Jimmy Chin,Return to Space,7.3,6.2,4087.0,19.791,0.51,0.62,0.56
tm1120855,Sofia Alvarez,Along for the Ride,6.1,6.6,5347.0,158.01,0.54,0.79,0.66
tm861000,Sara Colangelo,Worth,6.8,6.8,13524.0,14.465,0.61,0.59,0.6
tm1021871,Theodore Melfi,The Starling,6.3,7.1,12309.0,24.671,0.6,0.64,0.62
tm841797,Jonathan Hensleigh,The Ice Road,5.6,7.009,38927.0,35.718,0.69,0.67,0.68
tm1020851,Harry Cripps,Back to the Outback,6.5,7.8,7896.0,155.021,0.56,0.78,0.67
tm1020851,Claire Knight,Back to the Outback,6.5,7.8,7896.0,155.021,0.56,0.78,0.67
tm1003630,Castille Landon,After We Fell,4.6,7.2,13221.0,341.558,0.6,0.85,0.72
tm1229690,Adze Ugah,Jewel,3.3,,111.0,47.09,0.24,0.69,0.46
tm1219505,Daniel Calparsoro,Centauro,,6.331,2591.0,492.606,0.48,0.88,0.68
tm1000147,Andrew Baird,Zone 414,4.9,5.4,4146.0,121.562,0.52,0.76,0.64
tm1180610,Sebastián Schindel,The Wrath of God,5.7,6.495,2800.0,445.767,0.49,0.87,0.68
tm1185374,Emma Cooper,The Mystery of Marilyn Monroe: The Unheard Tapes,6.2,6.3,3978.0,89.61,0.51,0.74,0.62
tm992260,Miguel Arteta,Yes Day,5.7,6.9,23625.0,32.951,0.65,0.66,0.66
tm1166046,Vivek Athreya,Ante... Sundaraniki!,8.0,6.7,2538.0,8.563,0.48,0.55,0.52
tm1079334,Joshua Rofé,"Bob Ross: Happy Accidents, Betrayal & Greed",6.9,6.8,5856.0,6.605,0.54,0.53,0.54
tm1227853,Anees Bazmee,Bhool Bhulaiyaa 2,5.9,7.0,27244.0,9.939,0.66,0.56,0.61
tm1219941,Bunmi Ajakaiye,Glamour Girls,3.6,5.0,144.0,191.02,0.26,0.8,0.53
tm1210970,Volker Heise,Gladbeck: The Hostage Crisis,7.5,7.4,1765.0,37.903,0.45,0.67,0.56
tm413169,Will Gluck,Peter Rabbit 2: The Runaway,6.2,7.2,11233.0,130.318,0.59,0.77,0.68
tm1212673,Doron Max Hagay,Joel Kim Booster: Psychosexual,5.5,8.0,284.0,8.716,0.31,0.55,0.43
tm1151272,Nelson Dilipkumar,Beast,5.2,6.3,30369.0,15.358,0.67,0.6,0.64
tm981945,Augustine Frizzell,The Last Letter From Your Lover,6.6,7.5,17099.0,26.67,0.62,0.64,0.63
tm919880,Luke Holland,Final Account,7.1,7.1,1042.0,3.38,0.41,0.48,0.44
tm833216,Shari Springer Berman,Things Heard & Seen,5.3,5.8,30703.0,14.718,0.67,0.59,0.63
tm833216,Robert Pulcini,Things Heard & Seen,5.3,5.8,30703.0,14.718,0.67,0.59,0.63
tm314863,Kirk DeMicco,Vivo,6.7,7.5,18238.0,101.83,0.63,0.75,0.69
tm841825,Robert Cullen,My Little Pony: A New Generation,6.8,8.0,3657.0,88.17,0.51,0.74,0.62
tm1159163,Roel Reiné,Fistful of Vengeance,4.4,5.4,6341.0,211.567,0.55,0.81,0.68
tm1164962,,Restless,5.8,6.0,4174.0,217.363,0.52,0.81,0.66
tm1027081,Peter Thorwarth,Blood Red Sky,6.1,7.0,44006.0,57.545,0.7,0.7,0.7
tm922706,Leigh Janiak,Fear Street: 1666,,7.3,2591.0,89.695,0.48,0.74,0.61
tm1003034,Han Kwang-il,The Witcher: Nightmare of the Wolf,7.2,7.7,42484.0,16.901,0.69,0.61,0.65
tm857461,Sanjay Leela Bhansali,Gangubai Kathiawadi,7.0,7.7,50163.0,15.015,0.71,0.6,0.66
tm1217459,Gopi Ganesh,Godse,8.2,7.0,199.0,10.447,0.28,0.57,0.42
tm976166,Sam Levinson,Malcolm & Marie,6.6,7.1,36395.0,22.675,0.68,0.63,0.66
tm1141594,Monika Mitchell,Brazen,4.1,4.9,11753.0,182.054,0.6,0.8,0.7
tm458292,Jo Sung-hee,Space Sweepers,6.5,7.147,25178.0,65.593,0.65,0.71,0.68
tm459789,Michael Showalter,The Lovebirds,6.0,5.8,25697.0,9.076,0.66,0.56,0.61
tm1179973,Luke Sewell,Trust No One: The Hunt for the Crypto King,6.3,6.0,4444.0,24.834,0.52,0.64,0.58
tm1134087,Jesse Harris,Borrego,5.7,6.1,4122.0,222.814,0.52,0.81,0.66
tm1063652,Adam Salky,Intrusion,5.2,6.0,16272.0,113.423,0.62,0.76,0.69
tm1082974,Mark Lo,Count Me In,6.8,7.1,1805.0,4.044,0.45,0.49,0.47
tm1002815,David Yarovesky,Nightbooks,5.7,6.3,8573.0,80.549,0.57,0.73,0.65
tm1107225,Marçal Forés,Through My Window,5.4,7.48,9082.0,236.503,0.58,0.82,0.7
tm1049265,Lukasz Grzegorzek,My Wonderful Life,5.8,4.5,626.0,4.228,0.37,0.49,0.43
tm1168932,Kristian Mercado,Taylor Tomlinson: Look at You,7.3,7.5,2008.0,5.174,0.46,0.51,0.48
tm1166020,Louis Leterrier,The Takedown,5.7,6.0,5948.0,312.312,0.54,0.84,0.69
tm897466,Patrick Imbert,The Summit of the Gods,7.5,7.9,5485.0,8.906,0.54,0.55,0.55
tm1093099,Hernán Jiménez,Love Hard,6.3,7.1,49784.0,24.112,0.71,0.63,0.67
tm1207094,Jason Orley,Pete Davidson Presents: The Best Friends,4.7,7.0,569.0,3.503,0.36,0.48,0.42
tm465421,Kim Joung-hoon,The Pirates: The Last Royal Treasure,6.0,6.6,3367.0,94.042,0.5,0.74,0.62
tm1038327,Ferdinando Cito Filomarino,Beckett,5.6,6.3,25703.0,86.212,0.66,0.74,0.7
tm1131382,Jim Gaffigan,Jim Gaffigan: Comedy Monster,6.8,6.7,1658.0,3.435,0.45,0.48,0.46
tm922429,Kevin McManus,The Block Island Sound,5.3,5.3,7778.0,8.983,0.56,0.56,0.56
tm922429,Matthew McManus,The Block Island Sound,5.3,5.3,7778.0,8.983,0.56,0.56,0.56
tm1020820,Adam Randall,Night Teeth,5.6,6.5,17526.0,68.073,0.63,0.72,0.68
tm1234767,Malakai,David A. Arnold: It Ain't for the Weak,,,2591.0,15.669,0.48,0.6,0.54
tm993670,Edward Drake,Cosmic Sin,2.5,4.2,12517.0,98.432,0.6,0.75,0.68
tm1198388,Choi Jin-sung,Cyber Hell: Exposing an Internet Horror,6.5,7.1,1407.0,186.89,0.43,0.8,0.62
tm1038363,Matt Thompson,America: The Motion Picture,5.6,5.8,6349.0,68.439,0.55,0.72,0.64
tm1048678,Suzanne Joe Kai,Like A Rolling Stone: The Life & Times of Ben Fong-Torres,7.3,10.0,233.0,1.706,0.29,0.42,0.36
tm1073510,Magnus Martens,SAS: Red Notice,5.2,5.9,18190.0,89.579,0.63,0.74,0.68
tm1158704,Tyler Perry,Tyler Perry's A Madea Homecoming,5.6,6.7,3697.0,68.483,0.51,0.72,0.62
tm863351,Austin Stark,The God Committee,5.8,7.1,3964.0,13.632,0.51,0.59,0.55
tm1020073,Ben Falcone,Thunder Force,4.4,5.7,41508.0,47.631,0.69,0.69,0.69
tm1121707,Rachel Suissa,Dangerous Liaisons,3.9,5.375,1040.0,81.133,0.41,0.73,0.57
tm1038344,Mark Raso,Awake,4.9,6.0,21498.0,89.154,0.64,0.74,0.69
tm1207098,Ryan Polito,Amy Schumer Presents: Parental Advisory,3.8,4.8,581.0,3.269,0.36,0.47,0.42
tm1080252,Alexandre Moratto,7 Prisoners,7.1,7.1,6877.0,95.706,0.55,0.75,0.65
tm1028298,Mark Waters,He's All That,4.3,6.8,24253.0,79.838,0.65,0.73,0.69
tm977704,Mikey Please,Robin Robin,7.2,7.1,1533.0,46.42,0.44,0.69,0.56
tm977704,Daniel Ojari,Robin Robin,7.2,7.1,1533.0,46.42,0.44,0.69,0.56
tm813078,Tatiana Huezo,Prayers for the Stolen,7.3,7.8,1729.0,16.208,0.45,0.6,0.52
tm1150872,Aziz Ansari,Aziz Ansari: Nightclub Comedian,7.0,6.7,2235.0,3.061,0.47,0.47,0.47
tm1195561,Rajeev Ravi,Kuttavum Shikshayum,6.2,8.5,610.0,3.096,0.37,0.47,0.42
tm1180123,Paloma Baeza,The House,6.9,7.0,9535.0,8.347,0.58,0.55,0.56
tm1180123,Niki Lindroth von Bahr,The House,6.9,7.0,9535.0,8.347,0.58,0.55,0.56
tm1180123,Marc James Roels,The House,6.9,7.0,9535.0,8.347,0.58,0.55,0.56
tm1180123,Emma De Swaef,The House,6.9,7.0,9535.0,8.347,0.58,0.55,0.56
tm1141923,Rick Jacobson,The Royal Treatment,5.2,6.747,8803.0,83.831,0.57,0.73,0.65
tm673809,Vanessa Nöcker,Schumacher,7.4,7.4,22280.0,14.35,0.64,0.59,0.62
tm673809,Michael Wech,Schumacher,7.4,7.4,22280.0,14.35,0.64,0.59,0.62
tm673809,Hanns-Bruno Kammertöns,Schumacher,7.4,7.4,22280.0,14.35,0.64,0.59,0.62
tm1110150,Patrick Brice,There's Someone Inside Your House,4.8,5.6,15380.0,79.807,0.62,0.73,0.68
tm858869,Joe Penna,Stowaway,5.6,5.875,45090.0,23.376,0.7,0.63,0.66
tm1165219,Nahnatchka Khan,Ali Wong: Don Wong,6.5,6.9,2352.0,6.125,0.47,0.52,0.5
tm1132176,Brian Klein,Jimmy Carr: His Dark Material,7.1,6.6,4775.0,4.254,0.53,0.5,0.52
tm1229007,,Paul Virzi: Nocturnal Admissions,7.1,5.8,132.0,4.526,0.25,0.5,0.38
tm898614,Brian Andrew Mendoza,Sweet Girl,5.5,6.7,31312.0,106.627,0.67,0.75,0.71
tm1086874,Basil Joseph,Minnal Murali,8.1,7.2,24681.0,68.032,0.65,0.72,0.68
tm1018890,Ali Tabrizi,Seaspiracy,8.1,7.9,30307.0,7.09,0.67,0.54,0.6
tm996676,Venu Udugula,Viraata Parvam,8.0,5.0,2343.0,4.78,0.47,0.5,0.48
tm1210379,Fabien Martorell,Collision,3.9,5.946,886.0,1194.149,0.4,0.95,0.68
tm1188818,Shashant Shah,Operation Romeo,6.2,5.3,642.0,3.913,0.37,0.49,0.43
tm888243,Kristine Stolakis,Pray Away,6.5,7.0,2888.0,10.176,0.49,0.57,0.53
tm1018427,Amy Poehler,Moxie,6.7,7.431,24720.0,20.59,0.65,0.62,0.64
tm434625,Chris Appelhans,Wish Dragon,7.2,8.047,25743.0,135.036,0.66,0.77,0.72
tm1185687,"Mandlakayise Walter Dube, Jr.",Silverton Siege,6.2,6.5,3434.0,230.111,0.5,0.82,0.66
tm1221280,Sameer Saxena,Jaadugar,7.3,6.2,2563.0,27.48,0.48,0.65,0.56
tm1038369,Kim Gatewood,Good on Paper,5.6,5.7,11987.0,14.843,0.6,0.6,0.6
tm863823,Jude Weng,Finding ʻOhana,6.1,6.5,10056.0,50.07,0.58,0.69,0.64
tm912100,Halle Berry,Bruised,6.1,7.0,14293.0,29.914,0.61,0.65,0.63
tm999817,Amp Wong,Green Snake,6.8,8.5,2348.0,15.949,0.47,0.6,0.53
tm1131061,Andy Coyle,Hilda and the Mountain King,7.7,7.6,2408.0,67.409,0.47,0.72,0.6
tm1096775,Robert Greene,Procession,7.2,5.8,1148.0,6.708,0.42,0.53,0.48
tm1066826,Christopher Ashley,Diana: The Musical,4.2,6.1,1266.0,5.117,0.42,0.51,0.46
tm1161601,Angga Dwimas Sasongko,Ben & Jody,5.4,5.7,222.0,5.486,0.29,0.52,0.4
tm1108648,,The Wasteland,4.6,4.9,3993.0,13.072,0.51,0.59,0.55
tm1185421,Ryan Polito,David Spade: Nothing Personal,5.8,5.7,697.0,2.527,0.38,0.45,0.42
tm1074764,Eva Müller,Shiny_Flakes: The Teenage Drug Lord,7.3,7.8,4699.0,10.72,0.53,0.57,0.55
tm999927,Alonso Ruizpalacios,A Cop Movie,7.0,7.3,1739.0,10.354,0.45,0.57,0.51
tm1082314,Floyd Russ,Untold: Malice at the Palace,7.5,7.0,7699.0,8.49,0.56,0.55,0.56
tm1084966,,Django & Django,6.9,,1006.0,5.862,0.41,0.52,0.46
tm1044275,Paolo Strippoli,A Classic Horror Story,,5.9,2591.0,62.411,0.48,0.71,0.6
tm1044275,Roberto De Feo,A Classic Horror Story,,5.9,2591.0,62.411,0.48,0.71,0.6
tm1106212,Wregas Bhanuteja,Photocopier,6.7,7.007,3010.0,54.805,0.49,0.7,0.6
tm1087956,Stephen Herek,Afterlife of the Party,5.8,6.9,8728.0,28.436,0.57,0.65,0.61
tm1019885,Anil Ravipudi,F3: Fun and Frustration,5.5,6.0,1199.0,11.729,0.42,0.58,0.5
tm1201670,,A Farewell to Ozark,,6.2,2591.0,11.964,0.48,0.58,0.53
tm1219787,Linda Mendoza,Stand Out: An LGBTQ+ Celebration,5.9,5.5,569.0,4.736,0.36,0.5,0.43
tm1219787,Page Hurwitz,Stand Out: An LGBTQ+ Celebration,5.9,5.5,569.0,4.736,0.36,0.5,0.43
tm1219831,Mike Binder,Dirty Daddy: The Bob Saget Tribute,6.6,5.8,422.0,6.328,0.34,0.53,0.44
tm1042481,Eamonn Butler,Riverdance: The Animated Adventure,5.4,5.7,1815.0,113.987,0.45,0.76,0.6
tm1042481,Dave Rosenbaum,Riverdance: The Animated Adventure,5.4,5.7,1815.0,113.987,0.45,0.76,0.6
tm1030071,Madonne Ashwin,Mandela,,7.5,2591.0,3.11,0.48,0.47,0.48
tm1167440,Ben Sombogaart,My Best Friend Anne Frank,6.2,6.6,4035.0,14.03,0.51,0.59,0.55
tm1195032,Raj Singh Chaudhary,Thar,6.1,6.8,4703.0,4.937,0.53,0.51,0.52
tm1177856,Bruno Ascenzo,Without Saying Goodbye,5.7,7.2,2446.0,93.966,0.48,0.74,0.61
tm1005109,Kim Seong-hun,Kingdom: Ashin of the North,7.2,7.459,4890.0,62.804,0.53,0.71,0.62
tm1144897,Andaç Haznedaroğlu,My Father's Violin,6.4,8.0,3216.0,31.324,0.5,0.66,0.58
tm1107063,Park Hyun-jin,Love and Leashes,6.3,6.7,4273.0,56.793,0.52,0.7,0.61
tm1198745,Mark A.Z. Dippé,Marmaduke,4.8,5.905,3394.0,185.553,0.5,0.8,0.65
tm1003261,Troy Miller,Nate Bargatze: The Greatest Average American,7.3,7.1,1360.0,1.881,0.43,0.43,0.43
tm1120902,Felix Fuchssteiner,The Privilege,4.6,5.0,4293.0,101.24,0.52,0.75,0.64
tm1120902,Katharina Schöde,The Privilege,4.6,5.0,4293.0,101.24,0.52,0.75,0.64
tm998188,Paco Caballero,More the Merrier,5.4,6.7,3302.0,83.397,0.5,0.73,0.62
tm1047503,Alanna Brown,Trees of Peace,6.4,7.3,1104.0,118.558,0.41,0.76,0.58
tm1018418,Travon Free,Two Distant Strangers,,7.4,2591.0,8.319,0.48,0.55,0.52
tm1018418,Martin Desmond Roe,Two Distant Strangers,,7.4,2591.0,8.319,0.48,0.55,0.52
tm1138870,Harshavardhan Kulkarni,Badhaai Do,7.1,7.0,16685.0,5.054,0.62,0.51,0.56
tm1207099,Ryan Polito,Jane Fonda & Lily Tomlin: Ladies Night Live,5.5,5.7,268.0,2.912,0.31,0.46,0.38
tm166973,Valerie Weiss,Mixtape,6.6,7.1,3329.0,16.314,0.5,0.6,0.55
tm1104532,Erin Lee Carr,Britney vs. Spears,6.4,7.2,6924.0,6.985,0.55,0.53,0.54
tm1020326,Anna Elizabeth James,Deadly Illusions,,5.019,2591.0,18.367,0.48,0.61,0.54
tm1228963,Khuzema Haveliwala,Ranveer vs Wild with Bear Grylls,7.3,6.0,2024.0,9.73,0.46,0.56,0.51
tm1213009,Vineeth Kumar,Dear Friend,5.9,5.5,251.0,2.299,0.3,0.45,0.38
tm1040671,Simone Godano,Marilyn's Eyes,6.6,6.8,1396.0,6.821,0.43,0.53,0.48
tm1087932,Thomas Sieben,Prey,4.3,4.6,7360.0,48.888,0.56,0.69,0.62
tm983668,Sam Hobkinson,Misha and the Wolves,6.7,7.2,2474.0,12.641,0.48,0.58,0.53
tm921206,Vince Marcello,The Kissing Booth 3,4.7,7.1,16307.0,93.277,0.62,0.74,0.68
tm319224,Dave Needham,The Loud House Movie,6.1,7.6,2027.0,88.011,0.46,0.74,0.6
tm1087160,Claudia Llosa,Fever Dream,5.4,5.9,1906.0,30.42,0.46,0.65,0.56
tm1045741,Julio Quintana,Blue Miracle,6.6,7.6,6778.0,17.953,0.55,0.61,0.58
tm855641,Dennis Kailing,Home2Home,7.9,7.0,136.0,1.908,0.25,0.43,0.34
