,name,movie_directed,num_of_movie,sum_score,sum_nor_popularity,avg_score,avg_nor_popularity,nor_movie_count,scaled_avg_score
1424,Raditya Dika,['tm407730'],1,4.05,3.9,4.05,3.9,0.0,0.4
1425,Jessica Yu,['tm320249'],1,5.699999999999999,4.2,5.699999999999999,4.2,0.0,0.57
1426,Moses Inwang,"['tm518107', 'tm1088545']",2,12.3,6.9,6.15,3.45,1.7243743076436346,0.62
1427,Nathan Frankowski,"['tm245383', 'tm1120937']",2,13.65,8.8,6.824999999999999,4.4,1.7243743076436346,0.68
1428,Eduardo Mendoza de Echave,['tm350971'],1,6.55,4.2,6.55,4.2,0.0,0.66
1429,Akiva Schaffer,"['tm279017', 'tm475836']",2,12.75,9.8,6.375,4.9,1.7243743076436346,0.64
1430,Scott Aukerman,"['tm279017', 'tm548602']",2,12.65,11.0,6.324999999999999,5.5,1.7243743076436346,0.63
1431,Tope Oshin,['tm512751'],1,6.25,2.6,6.25,2.6,0.0,0.62
1432,Pedro Coutinho,['tm353875'],1,6.75,4.2,6.75,4.2,0.0,0.68
1433,Harry Chaskin,['tm327219'],1,7.2,4.5,7.2,4.5,0.0,0.72
1434,Eliane Brum,['tm315865'],1,7.1,4.2,7.1,4.2,0.0,0.71
1435,Lygia Barbosa da Silva,['tm315865'],1,7.1,4.2,7.1,4.2,0.0,0.71
1436,Prasanth Varma,['tm369433'],1,7.35,4.8,7.35,4.8,0.0,0.74
1437,Kim A. Snyder,['tm435144'],1,6.05,4.8,6.05,4.8,0.0,0.6
1438,Rayka Zehtabchi,['tm414595'],1,7.65,5.0,7.65,5.0,0.0,0.77
1439,Umut Aral,['tm459527'],1,3.4000000000000004,4.6000000000000005,3.4000000000000004,4.6000000000000005,0.0,0.34
1440,Julián Hernández,"['tm444564', 'tm854682']",2,10.8,7.5,5.4,3.75,1.7243743076436346,0.54
1441,Alfons Adetuyi,['tm446574'],1,5.949999999999999,5.0,5.949999999999999,5.0,0.0,0.6
1442,José F. Ortuño,['tm356684'],1,5.050000000000001,5.2,5.050000000000001,5.2,0.0,0.51
1443,Laura Alvea,['tm356684'],1,5.050000000000001,5.2,5.050000000000001,5.2,0.0,0.51
1444,Pietro Scappini,['tm430090'],1,6.5,5.0,6.5,5.0,0.0,0.65
1445,Rodrigo Salomón,['tm430090'],1,6.5,5.0,6.5,5.0,0.0,0.65
1446,Toyin Ibrahim Adekeye,['tm504329'],1,6.95,2.6,6.95,2.6,0.0,0.7
1447,Genevieve Nnaji,['tm431081'],1,5.8,4.5,5.8,4.5,0.0,0.58
1448,Chris Howe,"['tm446987', 'tm832844', 'tm1159947']",3,18.35,11.7,6.116666666666667,3.9,2.9478373494331396,0.61
1449,Lluís Segura,['tm375547'],1,5.3,4.3,5.3,4.3,0.0,0.53
1450,Franck Ribière,['tm351720'],1,5.25,4.5,5.25,4.5,0.0,0.52
1451,Chairun Nissa,['tm492277'],1,7.65,3.3000000000000003,7.65,3.3000000000000003,0.0,0.77
1452,Steven Rinella,['tm461349'],1,6.35,3.8,6.35,3.8,0.0,0.64
1453,Tomas L. Brickhill,['tm425748'],1,6.05,3.7,6.05,3.7,0.0,0.6
1454,Andy Fickman,['tm411257'],1,6.25,4.6000000000000005,6.25,4.6000000000000005,0.0,0.62
1455,Lucien Bourjeily,['tm403197'],1,7.3,4.2,7.3,4.2,0.0,0.73
1456,Samir Soni,['tm368729'],1,5.55,3.3000000000000003,5.55,3.3000000000000003,0.0,0.56
1457,Ram,['tm138667'],1,7.05,4.5,7.05,4.5,0.0,0.7
1458,Anita Barbosa,['tm314272'],1,6.3,4.5,6.3,4.5,0.0,0.63
1459,Bryn Evans,['tm436266'],1,6.9,3.6,6.9,3.6,0.0,0.69
1460,Rareko,['tm447750'],1,7.2,4.8,7.2,4.8,0.0,0.72
1461,Phanindra Narsetti,['tm432313'],1,7.3,4.1,7.3,4.1,0.0,0.73
1462,Ahsan Rahim,['tm408781'],1,7.3,4.9,7.3,4.9,0.0,0.73
1463,Zoe Berriatúa,['tm429186'],1,5.9,4.2,5.9,4.2,0.0,0.59
1464,Mercedes Cordova,['tm459024'],1,6.15,3.5,6.15,3.5,0.0,0.62
1465,Faraday Okoro,['tm411288'],1,5.550000000000001,4.0,5.550000000000001,4.0,0.0,0.56
1466,Jadesola Osiberu,['tm481188'],1,5.550000000000001,3.8,5.550000000000001,3.8,0.0,0.56
1467,Bodunrin Sasore,['tm851055'],1,8.45,4.5,8.45,4.5,0.0,0.84
1468,Adrián Caetano,['tm313472'],1,6.7,4.8,6.7,4.8,0.0,0.67
1469,Fritz Ofner,['tm430057'],1,5.0,3.4000000000000004,5.0,3.4000000000000004,0.0,0.5
1470,Marek Losey,"['tm447261', 'tm456894']",2,13.95,10.7,6.975,5.35,1.7243743076436346,0.7
1471,Celia Catunda,['tm321149'],1,7.75,3.7,7.75,3.7,0.0,0.78
1472,Kiko Mistrorigo,['tm321149'],1,7.75,3.7,7.75,3.7,0.0,0.78
1473,Ahmed Zain,"['tm684591', 'tm678035']",2,11.4,5.0,5.7,2.5,1.7243743076436346,0.57
1474,Rucha Humnabadkar,['tm197806'],1,6.85,3.9,6.85,3.9,0.0,0.68
1475,Brandon Jones,['tm352865'],1,4.8,3.4000000000000004,4.8,3.4000000000000004,0.0,0.48
1476,Fulvio Iannucci,['tm412515'],1,5.699999999999999,3.8,5.699999999999999,3.8,0.0,0.57
1477,Roly Santos,['tm412515'],1,5.699999999999999,3.8,5.699999999999999,3.8,0.0,0.57
1478,Jesús Torres Torres,['tm415938'],1,5.95,3.4000000000000004,5.95,3.4000000000000004,0.0,0.6
1479,Michał Tylka,['tm364417'],1,6.550000000000001,4.6000000000000005,6.550000000000001,4.6000000000000005,0.0,0.66
1480,Suseenthiran,['tm444257'],1,6.4,4.5,6.4,4.5,0.0,0.64
1481,Pierre Greco,['tm361588'],1,5.35,4.4,5.35,4.4,0.0,0.54
1482,Nancy Florence Savard,['tm361588'],1,5.35,4.4,5.35,4.4,0.0,0.54
1483,Joseduardo Giordano,['tm416458'],1,6.25,4.0,6.25,4.0,0.0,0.62
1484,Peter Webber,['tm409376'],1,5.25,4.9,5.25,4.9,0.0,0.52
1485,Syamsul Yusof,['tm430660'],1,5.6,4.699999999999999,5.6,4.699999999999999,0.0,0.56
1486,Jacob Joice,['tm447263'],1,5.300000000000001,4.6000000000000005,5.300000000000001,4.6000000000000005,0.0,0.53
1487,Shreyas Talpade,['tm347060'],1,5.4,4.6000000000000005,5.4,4.6000000000000005,0.0,0.54
1488,Floyd Russ,"['tm374656', 'tm1082314']",2,13.65,10.6,6.825,5.300000000000001,1.7243743076436346,0.68
1489,Álvaro Longoria,['tm434179'],1,6.5,4.4,6.5,4.4,0.0,0.65
1490,John Hoffman,['tm443073'],1,5.8,4.5,5.8,4.5,0.0,0.58
1491,Nanfu Wang,['tm443073'],1,5.8,4.5,5.8,4.5,0.0,0.58
1492,Choi Jin-sung,"['tm351505', 'tm1198388']",2,14.2,9.0,7.1,4.5,1.7243743076436346,0.71
1493,Mariana Tschudi,['tm423315'],1,6.0,3.2,6.0,3.2,0.0,0.6
1494,Edwin,"['tm423593', 'tm350945', 'tm881587']",3,21.9,12.8,7.3,4.266666666666667,2.9478373494331396,0.73
1495,Anik Dutta,['tm332572'],1,5.85,3.9,5.85,3.9,0.0,0.58
1496,Gaurav Bavdankar,['tm411508'],1,4.0,3.0,4.0,3.0,0.0,0.4
1497,Andy Caballero,['tm439678'],1,5.05,3.6,5.05,3.6,0.0,0.5
1498,Diego Corsini,['tm439678'],1,5.05,3.6,5.05,3.6,0.0,0.5
1499,Mohamed Ali,['tm311193'],1,6.35,4.0,6.35,4.0,0.0,0.64
1500,Karim El Sobky,['tm430426'],1,5.3,3.9,5.3,3.9,0.0,0.53
1501,Ulises Valencia,"['tm418894', 'tm469025']",2,15.75,8.9,7.875,4.45,1.7243743076436346,0.79
1502,Barry Gonzalez,"['tm446104', 'tm1121084', 'tm985215']",3,16.4,9.9,5.466666666666666,3.3000000000000003,2.9478373494331396,0.55
1503,Raya Martin,['tm352951'],1,6.45,3.6,6.45,3.6,0.0,0.64
1504,Manoj Beedha,['tm374395'],1,5.449999999999999,3.6,5.449999999999999,3.6,0.0,0.54
1505,Rodrigo Triana,"['tm376844', 'tm1144693']",2,9.75,9.7,4.875,4.85,1.7243743076436346,0.49
1506,Kabir Bhatia,['tm426238'],1,6.300000000000001,4.0,6.300000000000001,4.0,0.0,0.63
1507,Shanker Raman,['tm345225'],1,5.75,4.699999999999999,5.75,4.699999999999999,0.0,0.58
1508,Rako Prijanto,"['tm371188', 'tm852728', 'tm846354']",3,19.85,10.6,6.616666666666667,3.5333333333333337,2.9478373494331396,0.66
1509,Dani de la Torre,"['tm429174', 'tm1018747']",2,13.25,9.4,6.625,4.7,1.7243743076436346,0.66
1510,Bedran Güzel,"['tm351171', 'tm442805']",2,11.8,10.3,5.9,5.15,1.7243743076436346,0.59
1511,Stan Lathan,"['tm434776', 'tm827142', 'tm1108321', 'tm1174856']",4,28.6,20.4,7.15,5.1,3.8968290113739616,0.72
1512,Vandana Kataria,['tm814861'],1,5.8,3.6,5.8,3.6,0.0,0.58
1513,Ahmed Siddiqui,['tm431214'],1,6.25,3.1,6.25,3.1,0.0,0.62
1514,Uraaz Bahl,['tm363181'],1,5.7,3.2,5.7,3.2,0.0,0.57
1515,Shaana Levy,['tm363181'],1,5.7,3.2,5.7,3.2,0.0,0.57
1516,Yacine Belhousse,['tm466084'],1,8.05,2.8000000000000003,8.05,2.8000000000000003,0.0,0.81
1517,Kemi Adetiba,['tm449860'],1,6.199999999999999,4.2,6.199999999999999,4.2,0.0,0.62
1518,Matthew Kay,['tm463592'],1,5.8,5.6000000000000005,5.8,5.6000000000000005,0.0,0.58
1519,Ahmed Nader Galal,['tm428982'],1,6.0,4.4,6.0,4.4,0.0,0.6
1520,Shady Hanna,['tm476959'],1,6.55,3.7,6.55,3.7,0.0,0.66
1521,Halder Gomes,['tm458074'],1,4.95,2.5,4.95,2.5,0.0,0.5
1522,Feroz,['tm246330'],1,6.4,3.5,6.4,3.5,0.0,0.64
1523,Nikhil Nagesh Bhat,"['tm426994', 'tm833467']",2,12.55,8.9,6.275,4.45,1.7243743076436346,0.63
1524,Paakhi A. Tyrewala,['tm364769'],1,7.8,4.0,7.8,4.0,0.0,0.78
1525,Ravi Babu,"['tm442354', 'tm848261']",2,10.2,5.9,5.1,2.95,1.7243743076436346,0.51
1526,Bruno Herrera Manzo,['tm423802'],1,7.45,4.4,7.45,4.4,0.0,0.75
1527,Navaniat Singh,['tm312738'],1,7.800000000000001,3.5,7.800000000000001,3.5,0.0,0.78
1528,Tsuyoshi Nakakuki,"['tm416341', 'tm376421']",2,14.15,8.4,7.075,4.2,1.7243743076436346,0.71
1529,José Manuel Colón,['tm368448'],1,6.15,3.2,6.15,3.2,0.0,0.62
1530,Matheus Souza,['tm420311'],1,6.800000000000001,4.5,6.800000000000001,4.5,0.0,0.68
1531,Grant S. Johnson,['tm316658'],1,4.25,4.4,4.25,4.4,0.0,0.43
1532,Ippsie Jones,['tm316658'],1,4.25,4.4,4.25,4.4,0.0,0.43
1533,Sam Voutas,['tm325650'],1,6.300000000000001,3.7,6.300000000000001,3.7,0.0,0.63
1534,Lin Kuan Hui,['tm424162'],1,6.3,4.4,6.3,4.4,0.0,0.63
1535,Aditya Vikram Sengupta,['tm368350'],1,6.5,3.4000000000000004,6.5,3.4000000000000004,0.0,0.65
1536,Sofie Šustková,['tm438105'],1,4.3,2.9,4.3,2.9,0.0,0.43
1537,Mariano Baez,['tm373864'],1,5.85,3.0,5.85,3.0,0.0,0.58
1538,Joe Piscatella,['tm323300'],1,7.25,4.5,7.25,4.5,0.0,0.73
1539,Peter Mimi,['tm422510'],1,6.0,4.2,6.0,4.2,0.0,0.6
1540,Fazila Allana,['tm327619'],1,4.449999999999999,3.8,4.449999999999999,3.8,0.0,0.44
1541,Richard Valverde,['tm407881'],1,6.3,3.6,6.3,3.6,0.0,0.63
1542,Norihisa Hiranuma,['tm435333'],1,4.0,3.1,4.0,3.1,0.0,0.4
1543,Rakan Mayasi,['tm352642'],1,1.85,4.2,1.85,4.2,0.0,0.19
1544,Kagiso Lediga,"['tm336227', 'tm1025616']",2,11.8,7.699999999999999,5.9,3.85,1.7243743076436346,0.59
1545,Raj Babu,['tm242887'],1,4.25,3.0,4.25,3.0,0.0,0.43
1546,Achille Brice,['tm1063790'],1,3.25,2.2,3.25,2.2,0.0,0.32
1547,Digo Ricio,['tm438423'],1,4.35,3.1,4.35,3.1,0.0,0.44
1548,Brian Oakes,"['tm447328', 'tm470378']",2,13.45,9.2,6.725,4.6,1.7243743076436346,0.67
1549,Josh Wakely,['tm364525'],1,5.55,4.6000000000000005,5.55,4.6000000000000005,0.0,0.56
1550,Mostofa Sarwar Farooki,['tm328041'],1,5.9,4.5,5.9,4.5,0.0,0.59
1551,Leli Maki,['tm479734'],1,5.449999999999999,2.8000000000000003,5.449999999999999,2.8000000000000003,0.0,0.54
1552,Paul Soriano,['tm438005'],1,5.9,3.4000000000000004,5.9,3.4000000000000004,0.0,0.59
1553,Daniel Růžička,['tm701033'],1,5.35,1.9,5.35,1.9,0.0,0.54
1554,Sarthak Dasgupta,['tm469399'],1,6.1,3.8,6.1,3.8,0.0,0.61
1555,Shadab Khan,['tm350116'],1,4.6,4.2,4.6,4.2,0.0,0.46
1556,Blake Lemons,['tm361161'],1,5.0,3.9,5.0,3.9,0.0,0.5
1557,Ishaya Bako,['tm349418'],1,4.9,3.8,4.9,3.8,0.0,0.49
1558,Shazia Ali Khan,['tm450512'],1,7.75,3.5,7.75,3.5,0.0,0.78
1559,Namron,['tm415245'],1,6.4,3.7,6.4,3.7,0.0,0.64
1560,Kanika Batra,['tm479933'],1,6.4,2.8000000000000003,6.4,2.8000000000000003,0.0,0.64
1561,Amr Salah,['tm417488'],1,6.1,4.2,6.1,4.2,0.0,0.61
1562,Fajar Bustomi,"['tm362878', 'tm455715', 'tm840236']",3,19.8,13.6,6.6000000000000005,4.533333333333334,2.9478373494331396,0.66
1563,Pidi Baiq,"['tm362878', 'tm455715', 'tm840236']",3,19.8,13.6,6.6000000000000005,4.533333333333334,2.9478373494331396,0.66
1564,Siddhartha Jatla,['tm358370'],1,7.75,4.1,7.75,4.1,0.0,0.78
1565,Chanda Bell,"['tm815509', 'tm441915', 'tm953122']",3,12.15,10.5,4.05,3.5,2.9478373494331396,0.4
1566,Tosin Coker,['tm478701'],1,6.0,3.4000000000000004,6.0,3.4000000000000004,0.0,0.6
1567,Chung Yeong-joon,['tm429383'],1,6.300000000000001,4.2,6.300000000000001,4.2,0.0,0.63
1568,Mahmoud al Massad,['tm244473'],1,6.449999999999999,4.2,6.449999999999999,4.2,0.0,0.64
1569,Anand Kamalakar,['tm478654'],1,7.55,3.8,7.55,3.8,0.0,0.76
1570,Amit Barot,['tm404569'],1,6.35,3.4000000000000004,6.35,3.4000000000000004,0.0,0.64
1571,Tariq Alkazim,['tm478967'],1,6.85,3.9,6.85,3.9,0.0,0.68
1572,Marcos Bucay,"['tm438250', 'tm812783', 'tm1068777']",3,17.3,12.4,5.766666666666667,4.133333333333333,2.9478373494331396,0.58
1573,Michael McKay,"['tm369456', 'tm368006', 'tm370472', 'tm893680']",4,20.15,14.5,5.0375,3.625,3.8968290113739616,0.5
1574,Mohamed Khalifa,['tm375836'],1,6.15,3.1,6.15,3.1,0.0,0.62
1575,Gangadhar Salimath,['tm480647'],1,7.05,3.0,7.05,3.0,0.0,0.7
1576,Mansore,['tm450769'],1,7.15,3.7,7.15,3.7,0.0,0.72
1577,Jan-Eric Mack,['tm362737'],1,5.65,4.5,5.65,4.5,0.0,0.57
1578,Kunal Kohli,['tm452767'],1,4.15,3.4000000000000004,4.15,3.4000000000000004,0.0,0.42
1579,Mamat Khalid,['tm430666'],1,6.25,4.1,6.25,4.1,0.0,0.62
1580,Yoo Byung-jae,['tm404828'],1,5.8,2.6,5.8,2.6,0.0,0.58
1581,Magdy Ahmed Aly,['tm321035'],1,6.65,4.1,6.65,4.1,0.0,0.66
1582,Shirley Frimpong-Manso,['tm361633'],1,3.45,3.6,3.45,3.6,0.0,0.34
1583,Roberto Girault,['tm430459'],1,4.25,3.8,4.25,3.8,0.0,0.43
1584,Andrés Felipe Orjuela,['tm440324'],1,5.35,3.2,5.35,3.2,0.0,0.54
1585,Max Amini,['tm411528'],1,5.55,3.4000000000000004,5.55,3.4000000000000004,0.0,0.56
1586,Ranjit Jeyakodi,['tm153164'],1,6.8,4.2,6.8,4.2,0.0,0.68
1587,Müfit Can Saçıntı,['tm428877'],1,5.0,4.2,5.0,4.2,0.0,0.5
1588,Hari Nath,['tm430748'],1,6.7,4.0,6.7,4.0,0.0,0.67
1589,Stephina Zwane,['tm471288'],1,6.65,2.6,6.65,2.6,0.0,0.66
1590,Hasan Aljaberi,['tm465864'],1,3.95,3.2,3.95,3.2,0.0,0.4
1591,K. M. Sarjun,['tm336084'],1,5.6,3.7,5.6,3.7,0.0,0.56
1592,Guntur Soeharjanto,['tm360763'],1,6.15,4.2,6.15,4.2,0.0,0.62
1593,Prasobh VIjayan,['tm420789'],1,5.9,3.4000000000000004,5.9,3.4000000000000004,0.0,0.59
1594,Jonathan A. Rosenbaum,"['tm448690', 'tm454375']",2,10.1,9.1,5.05,4.550000000000001,1.7243743076436346,0.5
1595,Diana Chao,['tm819641'],1,4.65,1.7999999999999998,4.65,1.7999999999999998,0.0,0.47
1596,Nur Imran Mithu,['tm458186'],1,6.7,4.2,6.7,4.2,0.0,0.67
1597,Rana Eid,['tm327926'],1,5.65,2.8000000000000003,5.65,2.8000000000000003,0.0,0.57
1598,Daniel Gray Longino,"['tm327636', 'tm816593']",2,12.1,8.8,6.05,4.4,1.7243743076436346,0.6
1599,Gupse Özay,['tm366383'],1,5.300000000000001,5.0,5.300000000000001,5.0,0.0,0.53
1600,Rodrigo Toro Solovera,['tm349134'],1,5.4,2.6,5.4,2.6,0.0,0.54
1601,Francisco Schultz,['tm349134'],1,5.4,2.6,5.4,2.6,0.0,0.54
1602,Kayode Kasum,"['tm494577', 'tm898322', 'tm1080109', 'tm878495', 'tm878492']",5,32.7,17.9,6.540000000000001,3.58,4.672211657076773,0.65
1603,Rano Karno,"['tm426260', 'tm472231']",2,14.15,7.2,7.074999999999999,3.6,1.7243743076436346,0.71
1604,Lydia Dean Pilcher,['tm510203'],1,6.699999999999999,5.699999999999999,6.699999999999999,5.699999999999999,0.0,0.67
1605,Dave Franco,['tm681578'],1,5.65,6.800000000000001,5.65,6.800000000000001,0.0,0.57
1606,Charlie Kaufman,['tm369594'],1,6.6,6.800000000000001,6.6,6.800000000000001,0.0,0.66
1607,Sam Hargrave,['tm496322'],1,7.050000000000001,7.6,7.050000000000001,7.6,0.0,0.7
1608,Philippa Ehrlich,['tm863808'],1,8.05,6.6000000000000005,8.05,6.6000000000000005,0.0,0.81
1609,James Reed,['tm863808'],1,8.05,6.6000000000000005,8.05,6.6000000000000005,0.0,0.81
1610,Aaron Moorhead,['tm827638'],1,6.25,6.3,6.25,6.3,0.0,0.62
1611,Justin Benson,['tm827638'],1,6.25,6.3,6.25,6.3,0.0,0.62
1612,Karen Maine,['tm460124'],1,6.25,6.4,6.25,6.4,0.0,0.62
1613,Galder Gaztelu-Urrutia,['tm824398'],1,7.0,7.5,7.0,7.5,0.0,0.7
1614,Harry Bradbeer,['tm911973'],1,6.949999999999999,7.199999999999999,6.949999999999999,7.199999999999999,0.0,0.7
1615,Gina Prince-Bythewood,['tm849003'],1,6.9,7.0,6.9,7.0,0.0,0.69
1616,Remi Weekes,['tm845489'],1,6.5,6.6000000000000005,6.5,6.6000000000000005,0.0,0.65
1617,André Øvredal,['tm362198'],1,6.35,7.0,6.35,7.0,0.0,0.64
1618,Antonio Campos,['tm368699'],1,7.199999999999999,7.0,7.199999999999999,7.0,0.0,0.72
1619,Pawo Choyning Dorji,['tm828369'],1,7.4,5.2,7.4,5.2,0.0,0.74
1620,Louie Schwartzberg,['tm502532'],1,7.35,5.6000000000000005,7.35,5.6000000000000005,0.0,0.74
1621,Adrian Grünberg,['tm414584'],1,6.3,7.5,6.3,7.5,0.0,0.63
1622,David Marmor,['tm817504'],1,5.949999999999999,6.0,5.949999999999999,6.0,0.0,0.6
1623,Karzan Kader,['tm412937'],1,5.0,5.0,5.0,5.0,0.0,0.5
1624,Jessica Swale,['tm943790'],1,7.3,5.6000000000000005,7.3,5.6000000000000005,0.0,0.73
1625,Gavin Hood,['tm239927'],1,7.25,6.4,7.25,6.4,0.0,0.73
1626,Kornél Mundruczó,['tm919961'],1,7.05,6.4,7.05,6.4,0.0,0.7
1627,Adam B. Stein,['tm427335'],1,6.75,6.9,6.75,6.9,0.0,0.68
1628,Zach Lipovsky,['tm427335'],1,6.75,6.9,6.75,6.9,0.0,0.68
1629,Brian Kirk,['tm431321'],1,6.65,6.9,6.65,6.9,0.0,0.66
1630,Michael Bay,['tm417553'],1,6.199999999999999,7.6,6.199999999999999,7.6,0.0,0.62
1631,J Blakeson,['tm834851'],1,6.449999999999999,7.199999999999999,6.449999999999999,7.199999999999999,0.0,0.64
1632,Vince Gilligan,['tm827648'],1,7.1,7.5,7.1,7.5,0.0,0.71
1633,Nahnatchka Khan,"['tm460948', 'tm1165219']",2,13.4,11.4,6.699999999999999,5.7,1.7243743076436346,0.67
1634,James Sweeney,['tm494295'],1,6.85,5.0,6.85,5.0,0.0,0.68
1635,Rod Lurie,['tm916405'],1,6.85,6.6000000000000005,6.85,6.6000000000000005,0.0,0.68
1636,Albert Shin,['tm823545'],1,5.4,5.1,5.4,5.1,0.0,0.54
1637,David Dobkin,['tm849004'],1,6.45,6.6000000000000005,6.45,6.6000000000000005,0.0,0.64
1638,Frant Gwo,['tm423666'],1,6.15,6.6000000000000005,6.15,6.6000000000000005,0.0,0.62
1639,Jim Mickle,['tm448792'],1,6.2,6.7,6.2,6.7,0.0,0.62
1640,Jeff Chan,['tm1121246'],1,6.15,6.5,6.15,6.5,0.0,0.62
1641,Tomasz Mandes,"['tm832345', 'tm1191224']",2,9.3,14.6,4.65,7.3,1.7243743076436346,0.47
1642,Barbara Bialowas,"['tm832345', 'tm1191224']",2,9.3,14.6,4.65,7.3,1.7243743076436346,0.47
1643,Grant Sputore,['tm428856'],1,6.7,6.800000000000001,6.7,6.800000000000001,0.0,0.67
1644,Elise Duran,['tm824331'],1,5.949999999999999,6.0,5.949999999999999,6.0,0.0,0.6
1645,George Clooney,['tm832916'],1,5.699999999999999,6.800000000000001,5.699999999999999,6.800000000000001,0.0,0.57
1646,Amy Poehler,"['tm458553', 'tm1018427']",2,12.5,12.4,6.25,6.2,1.7243743076436346,0.62
1647,Justin Baldoni,['tm417416'],1,7.75,7.4,7.75,7.4,0.0,0.78
1648,Jenny Gage,['tm426428'],1,6.2,7.6,6.2,7.6,0.0,0.62
1649,Jennifer Kaytin Robinson,['tm441232'],1,6.25,6.2,6.25,6.2,0.0,0.62
1650,Alex Parkinson,['tm450262'],1,7.7,5.300000000000001,7.7,5.300000000000001,0.0,0.77
1651,Richard Da Costa,['tm450262'],1,7.7,5.300000000000001,7.7,5.300000000000001,0.0,0.77
1652,Fernando Meirelles,['tm435520'],1,7.55,6.7,7.55,6.7,0.0,0.76
1653,Ben Wheatley,['tm443615'],1,6.15,6.3,6.15,6.3,0.0,0.62
1654,Emma Tammi,['tm432765'],1,5.55,5.699999999999999,5.55,5.699999999999999,0.0,0.56
1655,Kitao Sakurai,['tm456436'],1,6.3,6.800000000000001,6.3,6.800000000000001,0.0,0.63
1656,Alice Wu,['tm470240'],1,7.050000000000001,6.4,7.050000000000001,6.4,0.0,0.7
1657,Craig Brewer,['tm458585'],1,7.1,6.4,7.1,6.4,0.0,0.71
1658,Ryan Murphy,['tm678022'],1,6.050000000000001,5.4,6.050000000000001,5.4,0.0,0.61
1659,Claire McCarthy,['tm361746'],1,6.949999999999999,6.0,6.949999999999999,6.0,0.0,0.7
1660,George C. Wolfe,['tm821143'],1,6.800000000000001,6.4,6.800000000000001,6.4,0.0,0.68
1661,Emil Atageldijev,['tm453862'],1,7.35,6.6000000000000005,7.35,6.6000000000000005,0.0,0.74
1662,Alice Waddington,['tm358770'],1,5.65,6.3,5.65,6.3,0.0,0.57
1663,Julia Hart,['tm372066'],1,6.0,5.5,6.0,5.5,0.0,0.6
1664,Luke Sparke,['tm499045'],1,5.85,6.0,5.85,6.0,0.0,0.58
1665,Justin Dec,['tm836438'],1,6.300000000000001,5.699999999999999,6.300000000000001,5.699999999999999,0.0,0.63
1666,Marc Meyers,['tm433462'],1,5.35,5.699999999999999,5.35,5.699999999999999,0.0,0.54
1667,Quoc Bao Tran,['tm927718'],1,6.6,5.1,6.6,5.1,0.0,0.66
1668,Louie Psihoyos,['tm325325'],1,7.6,6.0,7.6,6.0,0.0,0.76
1669,Kirsten Johnson,['tm845484'],1,7.4,5.5,7.4,5.5,0.0,0.74
1670,Christopher Alender,['tm943774'],1,6.300000000000001,5.5,6.300000000000001,5.5,0.0,0.63
1671,Alex Siddons,['tm824488'],1,8.25,2.4,8.25,2.4,0.0,0.82
1672,Tetsuo Yajima,['tm878333'],1,6.7,6.1,6.7,6.1,0.0,0.67
1673,Ariel Schulman,['tm893480'],1,6.25,6.9,6.25,6.9,0.0,0.62
1674,Henry Joost,['tm893480'],1,6.25,6.9,6.25,6.9,0.0,0.62
1675,Vincenzo Natali,['tm413660'],1,5.45,6.6000000000000005,5.45,6.6000000000000005,0.0,0.55
1676,Cho Il,['tm820190'],1,6.8,7.0,6.8,7.0,0.0,0.68
1677,Antonin Baudry,['tm361998'],1,7.25,6.2,7.25,6.2,0.0,0.73
1678,Kunihiko Yuyama,['tm451078'],1,6.2,6.6000000000000005,6.2,6.6000000000000005,0.0,0.62
1679,Gideon Raff,['tm414341'],1,6.75,6.2,6.75,6.2,0.0,0.68
1680,Abhijit Panse,['tm450375'],1,5.3,4.8,5.3,4.8,0.0,0.53
1681,Mary Harron,['tm437221'],1,5.9,5.4,5.9,5.4,0.0,0.59
1682,Nicole Newnham,['tm845496'],1,7.5,5.6000000000000005,7.5,5.6000000000000005,0.0,0.75
1683,James Lebrecht,['tm845496'],1,7.5,5.6000000000000005,7.5,5.6000000000000005,0.0,0.75
1684,Jonas Åkerlund,['tm449105'],1,6.3,7.0,6.3,7.0,0.0,0.63
1685,John R. Leonetti,['tm418847'],1,5.65,6.800000000000001,5.65,6.800000000000001,0.0,0.57
1686,Keith Scholey,['tm853783'],1,8.7,6.4,8.7,6.4,0.0,0.87
1687,Jonathan Hughes,['tm853783'],1,8.7,6.4,8.7,6.4,0.0,0.87
1688,Alastair Fothergill,['tm853783'],1,8.7,6.4,8.7,6.4,0.0,0.87
1689,Salvatore Vitiello,['tm469991'],1,7.5,6.2,7.5,6.2,0.0,0.75
1690,Mike Elliott,['tm877681'],1,6.199999999999999,5.8,6.199999999999999,5.8,0.0,0.62
1691,David Oyelowo,['tm927037'],1,5.800000000000001,5.5,5.800000000000001,5.5,0.0,0.58
1692,Vicky Wight,['tm884511'],1,6.55,5.4,6.55,5.4,0.0,0.66
1693,Jonathan Helpert,['tm285317'],1,4.800000000000001,6.6000000000000005,4.800000000000001,6.6000000000000005,0.0,0.48
1694,Jeff Baena,['tm845512'],1,5.65,5.300000000000001,5.65,5.300000000000001,0.0,0.57
1695,Glen Keane,['tm824477'],1,6.8,6.800000000000001,6.8,6.800000000000001,0.0,0.68
1696,Rebecca Harrell Tickell,['tm927480'],1,8.149999999999999,5.4,8.149999999999999,5.4,0.0,0.82
1697,Joshua Tickell,['tm927480'],1,8.149999999999999,5.4,8.149999999999999,5.4,0.0,0.82
