name,movie acted,num_of_movie,sum_score,sum_popularity,avg_score,avg_popularity,ClusterLabel
Franck Ribière,['tm351720'],1,0.4819363222871995,1.6486586255873816,0.4819363222871995,1.6486586255873816,1
Chairun Nissa,['tm492277'],1,0.7527615334632878,1.029619417181158,0.7527615334632878,1.029619417181158,1
Steven Rinella,['tm461349'],1,0.6150097465886939,1.029619417181158,0.6150097465886939,1.029619417181158,1
Tomas L. Brickhill,['tm425748'],1,0.5725146198830409,0.9162907318741552,0.5725146198830409,0.9162907318741552,1
Andy Fickman,['tm411257'],1,0.5953866146848603,1.5686159179138452,0.5953866146848603,1.5686159179138452,1
Lucien Bourjeily,['tm403197'],1,0.718648473034438,0.8754687373538999,0.718648473034438,0.8754687373538999,1
Samir Soni,['tm368729'],1,0.5162443144899285,0.5306282510621704,0.5162443144899285,0.5306282510621704,1
Ram,['tm138667'],1,0.6914230019493177,1.2809338454620642,0.6914230019493177,1.2809338454620642,1
Anita Barbosa,['tm314272'],1,0.5970110461338531,1.8718021769015916,0.5970110461338531,1.8718021769015916,1
Bryn Evans,['tm436266'],1,0.6628979857050032,1.0647107369924282,0.6628979857050032,1.0647107369924282,1
Rareko,['tm447750'],1,0.677063027940221,1.589235205116581,0.677063027940221,1.589235205116581,1
Phanindra Narsetti,['tm432313'],1,0.718648473034438,0.8754687373538999,0.718648473034438,0.8754687373538999,1
Ahsan Rahim,['tm408781'],1,0.713190383365822,1.4350845252893227,0.713190383365822,1.4350845252893227,1
Zoe Berriatúa,['tm429186'],1,0.5585445094217024,1.6863989535702288,0.5585445094217024,1.6863989535702288,1
Mercedes Cordova,['tm459024'],1,0.5857699805068226,0.9555114450274363,0.5857699805068226,0.9555114450274363,1
Faraday Okoro,['tm411288'],1,0.5171539961013646,1.3609765531356006,0.5171539961013646,1.3609765531356006,1
Jadesola Osiberu,['tm481188'],1,0.5235217673814165,1.1939224684724346,0.5235217673814165,1.1939224684724346,1
Bodunrin Sasore,['tm851055'],1,0.7560103963612737,1.029619417181158,0.7560103963612737,1.029619417181158,1
Adrián Caetano,['tm313472'],1,0.6454840805717998,1.7404661748405046,0.6454840805717998,1.7404661748405046,1
Fritz Ofner,['tm430057'],1,0.4510721247563353,0.832909122935104,0.4510721247563353,0.832909122935104,1
Marek Losey,"['tm447261', 'tm456894']",2,1.3287199480181937,4.748057673536639,0.6643599740090969,2.37402883676832,1
Celia Catunda,['tm321149'],1,0.7651072124756335,2.066862759472976,0.7651072124756335,2.066862759472976,1
Kiko Mistrorigo,['tm321149'],1,0.7651072124756335,2.066862759472976,0.7651072124756335,2.066862759472976,1
Ahmed Zain,"['tm684591', 'tm678035']",2,1.060428849902534,1.3029127521808397,0.530214424951267,0.6514563760904197,1
Rucha Humnabadkar,['tm197806'],1,0.6630929174788824,0.8754687373538999,0.6630929174788824,0.8754687373538999,1
Brandon Jones,['tm352865'],1,0.4272904483430799,0.9555114450274363,0.4272904483430799,0.9555114450274363,1
Fulvio Iannucci,['tm412515'],1,0.532033788174139,1.0647107369924282,0.532033788174139,1.0647107369924282,1
Roly Santos,['tm412515'],1,0.532033788174139,1.0647107369924282,0.532033788174139,1.0647107369924282,1
Jesús Torres Torres,['tm415938'],1,0.5638076673164393,1.029619417181158,0.5638076673164393,1.029619417181158,1
Michał Tylka,['tm364417'],1,0.6349577647823262,1.1631508098056809,0.6349577647823262,1.1631508098056809,1
Suseenthiran,['tm444257'],1,0.6244314489928525,1.0986122886681098,0.6244314489928525,1.0986122886681098,1
Pierre Greco,['tm361588'],1,0.4906432748538011,2.0149030205422647,0.4906432748538011,2.0149030205422647,1
Nancy Florence Savard,['tm361588'],1,0.4906432748538011,2.0149030205422647,0.4906432748538011,2.0149030205422647,1
