name,movie acted,num_of_movie,sum_score,sum_popularity,avg_score,avg_popularity,ClusterLabel
Yang Woo-seok,['tm296398'],1,7.15,0.56,7.15,0.56,2
Thomas Astruc,['tm361743'],1,8.45,0.41,8.45,0.41,2
Peter Orton,"['tm408104', 'tm363088']",2,14.45,0.91,7.225,0.455,2
Onur Tukel,['tm244521'],1,5.7,0.54,5.7,0.54,0
Monique Gardenberg,['tm414676'],1,7.2,0.43,7.2,0.43,2
Jeffrey Walker,['tm321627'],1,7.0,0.52,7.0,0.52,2
Shree Narayan Singh,['tm307761'],1,7.1,0.57,7.1,0.57,2
Gonzalo Bendala,['tm428073'],1,5.55,0.52,5.55,0.52,0
Niall Johnson,['tm356563'],1,5.4,0.48,5.4,0.48,0
Marc Fouchard,['tm415875'],1,5.85,0.49,5.85,0.49,0
Fermin Muguruza,['tm432838'],1,6.1,0.4,6.1,0.4,0
Bobby Roth,['tm427143'],1,4.550000000000001,0.52,4.550000000000001,0.52,0
Rob Epstein,['tm376840'],1,6.95,0.5,6.95,0.5,2
Jeffrey Friedman,['tm376840'],1,6.95,0.5,6.95,0.5,2
Kheiron,['tm367473'],1,7.55,0.54,7.55,0.54,2
Jean Bernard Marlin,['tm409942'],1,7.15,0.5,7.15,0.5,2
Daniel Monzón,"['tm408890', 'tm1022103']",2,12.5,1.12,6.25,0.56,2
Mike Birbiglia,['tm307950'],1,7.45,0.48,7.45,0.48,2
René Liu,['tm375729'],1,7.449999999999999,0.53,7.449999999999999,0.53,2
R. Balki,['tm313424'],1,7.7,0.58,7.7,0.58,2
Alessio Cremonini,['tm426117'],1,7.699999999999999,0.57,7.699999999999999,0.57,2
Dorian Jespers,['tm244321'],1,6.5,0.51,6.5,0.51,2
Andy Nyman,['tm372610'],1,6.55,0.45,6.55,0.45,2
Andrew O'Connor,['tm372610'],1,6.55,0.45,6.55,0.45,2
Nandita Das,['tm409456'],1,7.449999999999999,0.49,7.449999999999999,0.49,2
Rob Meyer,['tm242108'],1,6.1,0.48,6.1,0.48,0
Borja Cobeaga,['tm322210'],1,5.5,0.5,5.5,0.5,0
Gauravv K. Chawla,['tm439854'],1,6.45,0.5,6.45,0.5,2
Jon Garaño,"['tm266705', 'tm1127695']",2,13.7,1.11,6.85,0.555,2
Aitor Arregi,"['tm266705', 'tm1127695']",2,13.7,1.11,6.85,0.555,2
Pat Healy,['tm315850'],1,5.949999999999999,0.55,5.949999999999999,0.55,0
Tharun Bhascker Dhaassyam,['tm421748'],1,7.45,0.46,7.45,0.46,2
Scott Moran,"['tm324588', 'tm369079']",2,12.45,0.78,6.2250000000000005,0.39,2
Lee Seung-Won,['tm440678'],1,5.5,0.56,5.5,0.56,0
Ameen Nayfeh,['tm995893'],1,6.75,0.41,6.75,0.41,2
Emily Hagins,['tm275437'],1,5.050000000000001,0.52,5.050000000000001,0.52,0
Sudabeh Mortezai,['tm426983'],1,6.35,0.44,6.35,0.44,2
Oluseyi Asurf,['tm440278'],1,6.45,0.3,6.45,0.3,2
Woo Min-ho,['tm366972'],1,6.25,0.54,6.25,0.54,0
Irek Dobrowolski,['tm445899'],1,7.800000000000001,0.51,7.800000000000001,0.51,2
Kevin Macdonald,['tm236659'],1,7.15,0.47,7.15,0.47,2
Tanuja Chandra,['tm353247'],1,7.15,0.52,7.15,0.52,2
David 'Tosh' Gitonga,['tm477838'],1,5.6,0.29,5.6,0.29,0
Johanna Demetrakas,['tm375007'],1,7.4,0.5,7.4,0.5,2
Christopher Jenkins,['tm233484'],1,5.95,0.54,5.95,0.54,0
Alex Zamm,['tm355724'],1,6.15,0.6,6.15,0.6,0
Kwabena Gyansah,['tm496588'],1,5.7,0.36,5.7,0.36,0
Neeraj Pandey,['tm363878'],1,5.4,0.52,5.4,0.52,0
Alex Israel,['tm347850'],1,3.8,0.54,3.8,0.54,0
Sophie Sartain,['tm363003'],1,7.050000000000001,0.48,7.050000000000001,0.48,2
Roberta Grossman,['tm363003'],1,7.050000000000001,0.48,7.050000000000001,0.48,2
Wynn Padula,['tm348386'],1,7.15,0.38,7.15,0.38,2
Joshua Izenberg,['tm348386'],1,7.15,0.38,7.15,0.38,2
Elaine McMillion Sheldon,"['tm349752', 'tm413082']",2,13.55,0.97,6.775,0.485,2
Fernando Colomo,['tm372054'],1,6.05,0.52,6.05,0.52,0
Patryk Vega,['tm440255'],1,6.1,0.55,6.1,0.55,0
Zakariya Mohammed,['tm372061'],1,7.649999999999999,0.48,7.649999999999999,0.48,2
Wim Wenders,['tm372917'],1,6.85,0.51,6.85,0.51,2
Ben Shelton,['tm411503'],1,6.0,0.55,6.0,0.55,0
Neal Brennan,"['tm293867', 'tm840224']",2,14.8,0.96,7.4,0.48,2
Michel Leclerc,['tm420800'],1,5.25,0.5,5.25,0.5,0
Shunsuke Tada,['tm273600'],1,7.800000000000001,0.6,7.800000000000001,0.6,2
Hanno Olderdissen,['tm286532'],1,6.85,0.48,6.85,0.48,2
Atlee,['tm320817'],1,7.35,0.62,7.35,0.62,2
Michael Bonfiglio,['tm348568'],1,7.0,0.54,7.0,0.54,2
Raz Degan,['tm348392'],1,6.75,0.47,6.75,0.47,2
Ashwiny Iyer Tiwari,"['tm327708', 'tm1091284']",2,13.15,1.06,6.575,0.53,2
Felix Starck,['tm320489'],1,6.35,0.53,6.35,0.53,2
Selima Taibi,['tm320489'],1,6.35,0.53,6.35,0.53,2
Dany Boon,"['tm411467', 'tm1077201']",2,12.35,0.91,6.175000000000001,0.4549999999999999,0
Isabelle Nanty,['tm411467'],1,6.2,0.34,6.2,0.34,0
Venkatesh Maha,"['tm432327', 'tm919210']",2,15.5,0.94,7.75,0.47,2
Brian Klein,"['tm352705', 'tm462778', 'tm1132176']",3,20.9,1.48,6.966666666666666,0.4933333333333333,2
Laura Brownson,['tm376801'],1,6.25,0.48,6.25,0.48,0
Julio Medem,['tm370447'],1,6.4,0.52,6.4,0.52,2
Alexandre Avancini,['tm375962'],1,3.9,0.67,3.9,0.67,0
Anthony Abrams,['tm414340'],1,5.6,0.42,5.6,0.42,0
Adam Larson Broder,['tm414340'],1,5.6,0.42,5.6,0.42,0
Sergio Barrejón,['tm408871'],1,5.45,0.46,5.45,0.46,0
Harvey Lowry,['tm363787'],1,6.05,0.47,6.05,0.47,0
Rohena Gera,['tm409817'],1,7.4,0.54,7.4,0.54,2
Jeannie Gaffigan,['tm286520'],1,7.05,0.48,7.05,0.48,2
Mohit Suri,"['tm244287', 'tm483602']",2,12.55,1.11,6.275,0.555,2
Luiz Bolognesi,"['tm364206', 'tm1000599']",2,14.05,0.75,7.025,0.375,2
Bert Marcus,['tm411358'],1,6.300000000000001,0.56,6.300000000000001,0.56,2
Maria Sadowska,['tm283559'],1,6.85,0.52,6.85,0.52,2
Aleksey German Jr.,['tm363922'],1,6.4,0.47,6.4,0.47,2
Abby Epstein,['tm373873'],1,7.65,0.39,7.65,0.39,2
Oded Raz,['tm366143'],1,7.25,0.48,7.25,0.48,2
Anand Tiwari,['tm372969'],1,6.95,0.54,6.95,0.54,2
Alejandro Montiel,"['tm405738', 'tm856545']",2,11.85,1.11,5.925,0.5549999999999999,0
Norberto López Amado,['tm358609'],1,6.0,0.52,6.0,0.52,0
Vrinda Samartha,['tm852185'],1,6.4,0.44,6.4,0.44,2
Adrian Teh,"['tm431760', 'tm838954', 'tm938434']",3,18.35,1.33,6.116666666666667,0.4433333333333333,0
Tinge Krishnan,['tm434883'],1,5.550000000000001,0.46,5.550000000000001,0.46,0
Shaad Ali,['tm360945'],1,7.4,0.49,7.4,0.49,2
Damien O'Connor,"['tm446206', 'tm943771']",2,13.35,1.06,6.675,0.53,2
Michael Barnett,['tm320785'],1,6.55,0.44,6.55,0.44,2
Mandla Dube,['tm314939'],1,6.35,0.37,6.35,0.37,2
Gerardo Herrero Pereda,['tm345767'],1,4.95,0.54,4.95,0.54,0
Sonny Mallhi,['tm405901'],1,4.4,0.52,4.4,0.52,0
Vinod Kapri,['tm445456'],1,7.2,0.5,7.2,0.5,2
Javier Ruiz Caldera,"['tm322200', 'tm928497']",2,11.75,1.15,5.875,0.575,0
Alberto Arnaut Estrada,['tm424888'],1,7.45,0.44,7.45,0.44,2
Liam Lynch,['tm323195'],1,6.9,0.51,6.9,0.51,2
Dhanush,['tm244277'],1,7.2,0.46,7.2,0.46,2
Brian Knappenberger,['tm314295'],1,6.25,0.52,6.25,0.52,0
Lucas Figueroa,['tm325433'],1,5.0,0.46,5.0,0.46,0
Sean Olson,['tm359030'],1,5.65,0.45,5.65,0.45,0
RZA,"['tm233345', 'tm434553']",2,11.2,0.99,5.6,0.495,0
Shivam Nair,['tm309115'],1,6.0,0.54,6.0,0.54,0
Fernando Lebrija,['tm320206'],1,5.75,0.56,5.75,0.56,0
Louis J. Horvitz,['tm351688'],1,6.35,0.44,6.35,0.44,2
Jordan Riber,"['tm362264', 'tm440208']",2,15.5,0.49,7.75,0.245,2
Franck Phelizon,['tm463827'],1,4.1,0.48,4.1,0.48,0
Mohamed Gamal Al Adl,['tm421125'],1,6.15,0.44,6.15,0.44,0
Amy Schumer,"['tm311283', 'tm458721']",2,9.4,1.05,4.7,0.525,0
David Oelhoffen,['tm418870'],1,6.15,0.52,6.15,0.52,0
Bille August,['tm413955'],1,7.050000000000001,0.56,7.050000000000001,0.56,2
Robert Vince,"['tm348073', 'tm444576', 'tm413266']",3,14.55,1.2000000000000002,4.8500000000000005,0.4000000000000001,0
Jérôme Perrillat-Collomb,['tm359658'],1,5.3,0.49,5.3,0.49,0
Jim Gable,['tm357272'],1,7.45,0.42,7.45,0.42,2
Barbra Streisand,['tm357272'],1,7.45,0.42,7.45,0.42,2
Jota Linares,"['tm408892', 'tm461827', 'tm1182144']",3,16.200000000000003,1.54,5.400000000000001,0.5133333333333333,0
Maz Jobrani,['tm337040'],1,6.45,0.4,6.45,0.4,2
Marco Deufemia,['tm361505'],1,4.65,0.48,4.65,0.48,0
Bruno Ascenzo,"['tm417111', 'tm1177856']",2,12.9,1.11,6.449999999999999,0.5549999999999999,2
Joanna Lombardi,['tm417111'],1,6.449999999999999,0.5,6.449999999999999,0.5,2
Juan Antin,['tm429984'],1,6.949999999999999,0.46,6.949999999999999,0.46,2
Mohamed Ben Attia,['tm412489'],1,6.4,0.38,6.4,0.38,2
Haifaa al-Mansour,['tm429382'],1,6.800000000000001,0.57,6.800000000000001,0.57,2
Antonio Morabito,['tm411313'],1,6.15,0.48,6.15,0.48,0
David Mrnka,['tm367264'],1,6.65,0.49,6.65,0.49,2
Jakob Lass,['tm334949'],1,4.800000000000001,0.38,4.800000000000001,0.38,0
Craig Elrod,['tm365961'],1,6.2,0.4,6.2,0.4,0
Prakash Kunte,['tm413418'],1,7.85,0.38,7.85,0.38,2
Daryl Hannah,['tm370440'],1,3.75,0.44,3.75,0.44,0
Samuel Jouy,['tm328052'],1,6.1,0.43,6.1,0.43,0
Kim Hong-sun,['tm359975'],1,6.699999999999999,0.52,6.699999999999999,0.52,2
Pablo Giorgelli,['tm348467'],1,5.9,0.48,5.9,0.48,0
Chris Robinson,"['tm326270', 'tm860965', 'tm475339']",3,20.95,1.44,6.983333333333333,0.48,2
Marco Risi,['tm444821'],1,4.35,0.47,4.35,0.47,0
Abhijeet Deshpande,['tm443537'],1,8.1,0.41,8.1,0.41,2
Anggy Umbara,['tm435487'],1,5.6,0.46,5.6,0.46,0
Anna Zaytseva,['tm422715'],1,7.25,0.6,7.25,0.6,2
David de Vos,['tm558730'],1,7.05,0.42,7.05,0.42,2
Judah Friedlander,['tm356666'],1,7.6,0.44,7.6,0.44,2
Chester Tam,['tm285329'],1,4.95,0.52,4.95,0.52,0
Yam Laranas,['tm422359'],1,4.6,0.41,4.6,0.41,0
Jang Yoo-jung,['tm357708'],1,6.3,0.44,6.3,0.44,2
Lenin Bharathi,['tm244310'],1,8.0,0.44,8.0,0.44,2
Yeşim Ustaoğlu,['tm247631'],1,6.25,0.46,6.25,0.46,0
Maïa Sandoz,"['tm366025', 'tm837648']",2,15.15,0.86,7.574999999999999,0.43,2
Jesse Handsher,['tm428597'],1,5.75,0.34,5.75,0.34,0
Andreas Pichler,['tm352033'],1,6.8,0.39,6.8,0.39,2
Teddy Lussi-Modeste,['tm323602'],1,5.800000000000001,0.42,5.800000000000001,0.42,0
Rizal Mantovani,['tm416121'],1,5.4,0.44,5.4,0.44,0
Manish Saini,['tm430281'],1,8.4,0.37,8.4,0.37,2
Aditya Sarpotdar,['tm456983'],1,5.25,0.36,5.25,0.36,0
Stefano Savona,['tm410298'],1,6.95,0.34,6.95,0.34,2
Amal Neerad,['tm319310'],1,6.2,0.47,6.2,0.47,0
Kyzza Terrazas,['tm424898'],1,5.85,0.42,5.85,0.42,0
Todd Biermann,['tm429377'],1,7.3,0.46,7.3,0.46,2
Mario Rouleau,['tm299771'],1,6.85,0.43,6.85,0.43,2
Jay Bulger,['tm324806'],1,6.7,0.48,6.7,0.48,2
Lorena Muñoz,['tm436171'],1,5.0,0.43,5.0,0.43,0
Leena Yadav,['tm431928'],1,6.1,0.46,6.1,0.46,0
Jameel Buari,['tm1068348'],1,3.9,0.22,3.9,0.22,0
Leopoldo Aguilar,['tm324204'],1,5.15,0.47,5.15,0.47,0
Benjamin Nolot,['tm370430'],1,6.3,0.46,6.3,0.46,2
Miguel Ángel Vivas,['tm443034'],1,5.9,0.55,5.9,0.55,0
Lucy Cohen,['tm348281'],1,7.050000000000001,0.43,7.050000000000001,0.43,2
Sathyan Anthikad,['tm445153'],1,7.199999999999999,0.48,7.199999999999999,0.48,2
Raditya Dika,['tm407730'],1,4.05,0.39,4.05,0.39,0
Jessica Yu,['tm320249'],1,5.699999999999999,0.42,5.699999999999999,0.42,0
Moses Inwang,"['tm518107', 'tm1088545']",2,12.3,0.69,6.15,0.345,0
Nathan Frankowski,"['tm245383', 'tm1120937']",2,13.65,0.88,6.824999999999999,0.44,2
Eduardo Mendoza de Echave,['tm350971'],1,6.55,0.42,6.55,0.42,2
Akiva Schaffer,"['tm279017', 'tm475836']",2,12.75,0.98,6.375,0.49,2
Scott Aukerman,"['tm279017', 'tm548602']",2,12.65,1.1,6.324999999999999,0.55,2
Tope Oshin,['tm512751'],1,6.25,0.26,6.25,0.26,0
Pedro Coutinho,['tm353875'],1,6.75,0.42,6.75,0.42,2
Harry Chaskin,['tm327219'],1,7.2,0.45,7.2,0.45,2
Eliane Brum,['tm315865'],1,7.1,0.42,7.1,0.42,2
Lygia Barbosa da Silva,['tm315865'],1,7.1,0.42,7.1,0.42,2
Prasanth Varma,['tm369433'],1,7.35,0.48,7.35,0.48,2
Kim A. Snyder,['tm435144'],1,6.05,0.48,6.05,0.48,0
Rayka Zehtabchi,['tm414595'],1,7.65,0.5,7.65,0.5,2
Umut Aral,['tm459527'],1,3.4000000000000004,0.46,3.4000000000000004,0.46,0
Julián Hernández,"['tm444564', 'tm854682']",2,10.8,0.75,5.4,0.375,0
Alfons Adetuyi,['tm446574'],1,5.949999999999999,0.5,5.949999999999999,0.5,0
José F. Ortuño,['tm356684'],1,5.050000000000001,0.52,5.050000000000001,0.52,0
Laura Alvea,['tm356684'],1,5.050000000000001,0.52,5.050000000000001,0.52,0
Pietro Scappini,['tm430090'],1,6.5,0.5,6.5,0.5,2
Rodrigo Salomón,['tm430090'],1,6.5,0.5,6.5,0.5,2
Toyin Ibrahim Adekeye,['tm504329'],1,6.95,0.26,6.95,0.26,2
Genevieve Nnaji,['tm431081'],1,5.8,0.45,5.8,0.45,0
Chris Howe,"['tm446987', 'tm832844', 'tm1159947']",3,18.35,1.17,6.116666666666667,0.3899999999999999,0
Lluís Segura,['tm375547'],1,5.3,0.43,5.3,0.43,0
Franck Ribière,['tm351720'],1,5.25,0.45,5.25,0.45,0
Chairun Nissa,['tm492277'],1,7.65,0.33,7.65,0.33,2
Steven Rinella,['tm461349'],1,6.35,0.38,6.35,0.38,2
Tomas L. Brickhill,['tm425748'],1,6.05,0.37,6.05,0.37,0
Andy Fickman,['tm411257'],1,6.25,0.46,6.25,0.46,0
Lucien Bourjeily,['tm403197'],1,7.3,0.42,7.3,0.42,2
Samir Soni,['tm368729'],1,5.55,0.33,5.55,0.33,0
Ram,['tm138667'],1,7.05,0.45,7.05,0.45,2
Anita Barbosa,['tm314272'],1,6.3,0.45,6.3,0.45,2
Bryn Evans,['tm436266'],1,6.9,0.36,6.9,0.36,2
Rareko,['tm447750'],1,7.2,0.48,7.2,0.48,2
Phanindra Narsetti,['tm432313'],1,7.3,0.41,7.3,0.41,2
Ahsan Rahim,['tm408781'],1,7.3,0.49,7.3,0.49,2
Zoe Berriatúa,['tm429186'],1,5.9,0.42,5.9,0.42,0
Mercedes Cordova,['tm459024'],1,6.15,0.35,6.15,0.35,0
Faraday Okoro,['tm411288'],1,5.550000000000001,0.4,5.550000000000001,0.4,0
Jadesola Osiberu,['tm481188'],1,5.550000000000001,0.38,5.550000000000001,0.38,0
Bodunrin Sasore,['tm851055'],1,8.45,0.45,8.45,0.45,2
Adrián Caetano,['tm313472'],1,6.7,0.48,6.7,0.48,2
Fritz Ofner,['tm430057'],1,5.0,0.34,5.0,0.34,0
Marek Losey,"['tm447261', 'tm456894']",2,13.95,1.07,6.975,0.535,2
Celia Catunda,['tm321149'],1,7.75,0.37,7.75,0.37,2
Kiko Mistrorigo,['tm321149'],1,7.75,0.37,7.75,0.37,2
Ahmed Zain,"['tm684591', 'tm678035']",2,11.4,0.5,5.7,0.25,0
Rucha Humnabadkar,['tm197806'],1,6.85,0.39,6.85,0.39,2
Brandon Jones,['tm352865'],1,4.8,0.34,4.8,0.34,0
Fulvio Iannucci,['tm412515'],1,5.699999999999999,0.38,5.699999999999999,0.38,0
Roly Santos,['tm412515'],1,5.699999999999999,0.38,5.699999999999999,0.38,0
Jesús Torres Torres,['tm415938'],1,5.95,0.34,5.95,0.34,0
Michał Tylka,['tm364417'],1,6.550000000000001,0.46,6.550000000000001,0.46,2
Suseenthiran,['tm444257'],1,6.4,0.45,6.4,0.45,2
Pierre Greco,['tm361588'],1,5.35,0.44,5.35,0.44,0
Nancy Florence Savard,['tm361588'],1,5.35,0.44,5.35,0.44,0
Joseduardo Giordano,['tm416458'],1,6.25,0.4,6.25,0.4,0
Peter Webber,['tm409376'],1,5.25,0.49,5.25,0.49,0
Syamsul Yusof,['tm430660'],1,5.6,0.47,5.6,0.47,0
Jacob Joice,['tm447263'],1,5.300000000000001,0.46,5.300000000000001,0.46,0
Shreyas Talpade,['tm347060'],1,5.4,0.46,5.4,0.46,0
Floyd Russ,"['tm374656', 'tm1082314']",2,13.65,1.06,6.825,0.53,2
Álvaro Longoria,['tm434179'],1,6.5,0.44,6.5,0.44,2
John Hoffman,['tm443073'],1,5.8,0.45,5.8,0.45,0
Nanfu Wang,['tm443073'],1,5.8,0.45,5.8,0.45,0
Choi Jin-sung,"['tm351505', 'tm1198388']",2,14.2,0.9,7.1,0.45,2
Mariana Tschudi,['tm423315'],1,6.0,0.32,6.0,0.32,0
Edwin,"['tm423593', 'tm350945', 'tm881587']",3,21.9,1.28,7.3,0.4266666666666667,2
Anik Dutta,['tm332572'],1,5.85,0.39,5.85,0.39,0
Gaurav Bavdankar,['tm411508'],1,4.0,0.3,4.0,0.3,0
Andy Caballero,['tm439678'],1,5.05,0.36,5.05,0.36,0
Diego Corsini,['tm439678'],1,5.05,0.36,5.05,0.36,0
Mohamed Ali,['tm311193'],1,6.35,0.4,6.35,0.4,2
Karim El Sobky,['tm430426'],1,5.3,0.39,5.3,0.39,0
Ulises Valencia,"['tm418894', 'tm469025']",2,15.75,0.89,7.875,0.445,2
Barry Gonzalez,"['tm446104', 'tm1121084', 'tm985215']",3,16.4,0.99,5.466666666666666,0.33,0
Raya Martin,['tm352951'],1,6.45,0.36,6.45,0.36,2
Manoj Beedha,['tm374395'],1,5.449999999999999,0.36,5.449999999999999,0.36,0
Rodrigo Triana,"['tm376844', 'tm1144693']",2,9.75,0.97,4.875,0.485,0
Kabir Bhatia,['tm426238'],1,6.300000000000001,0.4,6.300000000000001,0.4,2
Shanker Raman,['tm345225'],1,5.75,0.47,5.75,0.47,0
Rako Prijanto,"['tm371188', 'tm852728', 'tm846354']",3,19.85,1.06,6.616666666666667,0.3533333333333333,2
Dani de la Torre,"['tm429174', 'tm1018747']",2,13.25,0.94,6.625,0.47,2
Bedran Güzel,"['tm351171', 'tm442805']",2,11.8,1.03,5.9,0.515,0
Stan Lathan,"['tm434776', 'tm827142', 'tm1108321', 'tm1174856']",4,28.6,2.04,7.15,0.51,1
Vandana Kataria,['tm814861'],1,5.8,0.36,5.8,0.36,0
Ahmed Siddiqui,['tm431214'],1,6.25,0.31,6.25,0.31,0
Uraaz Bahl,['tm363181'],1,5.7,0.32,5.7,0.32,0
Shaana Levy,['tm363181'],1,5.7,0.32,5.7,0.32,0
Yacine Belhousse,['tm466084'],1,8.05,0.28,8.05,0.28,2
Kemi Adetiba,['tm449860'],1,6.199999999999999,0.42,6.199999999999999,0.42,0
Matthew Kay,['tm463592'],1,5.8,0.56,5.8,0.56,0
Ahmed Nader Galal,['tm428982'],1,6.0,0.44,6.0,0.44,0
Shady Hanna,['tm476959'],1,6.55,0.37,6.55,0.37,2
Halder Gomes,['tm458074'],1,4.95,0.25,4.95,0.25,0
Feroz,['tm246330'],1,6.4,0.35,6.4,0.35,2
Nikhil Nagesh Bhat,"['tm426994', 'tm833467']",2,12.55,0.89,6.275,0.445,2
Paakhi A. Tyrewala,['tm364769'],1,7.8,0.4,7.8,0.4,2
Ravi Babu,"['tm442354', 'tm848261']",2,10.2,0.59,5.1,0.295,0
Bruno Herrera Manzo,['tm423802'],1,7.45,0.44,7.45,0.44,2
Navaniat Singh,['tm312738'],1,7.800000000000001,0.35,7.800000000000001,0.35,2
Tsuyoshi Nakakuki,"['tm416341', 'tm376421']",2,14.15,0.8400000000000001,7.075,0.42,2
José Manuel Colón,['tm368448'],1,6.15,0.32,6.15,0.32,0
Matheus Souza,['tm420311'],1,6.800000000000001,0.45,6.800000000000001,0.45,2
Grant S. Johnson,['tm316658'],1,4.25,0.44,4.25,0.44,0
Ippsie Jones,['tm316658'],1,4.25,0.44,4.25,0.44,0
Sam Voutas,['tm325650'],1,6.300000000000001,0.37,6.300000000000001,0.37,2
Lin Kuan Hui,['tm424162'],1,6.3,0.44,6.3,0.44,2
Aditya Vikram Sengupta,['tm368350'],1,6.5,0.34,6.5,0.34,2
Sofie Šustková,['tm438105'],1,4.3,0.29,4.3,0.29,0
Mariano Baez,['tm373864'],1,5.85,0.3,5.85,0.3,0
Joe Piscatella,['tm323300'],1,7.25,0.45,7.25,0.45,2
Peter Mimi,['tm422510'],1,6.0,0.42,6.0,0.42,0
Fazila Allana,['tm327619'],1,4.449999999999999,0.38,4.449999999999999,0.38,0
Richard Valverde,['tm407881'],1,6.3,0.36,6.3,0.36,2
Norihisa Hiranuma,['tm435333'],1,4.0,0.31,4.0,0.31,0
Rakan Mayasi,['tm352642'],1,1.85,0.42,1.85,0.42,0
Kagiso Lediga,"['tm336227', 'tm1025616']",2,11.8,0.77,5.9,0.385,0
Raj Babu,['tm242887'],1,4.25,0.3,4.25,0.3,0
Achille Brice,['tm1063790'],1,3.25,0.22,3.25,0.22,0
Digo Ricio,['tm438423'],1,4.35,0.31,4.35,0.31,0
Brian Oakes,"['tm447328', 'tm470378']",2,13.45,0.92,6.725,0.46,2
Josh Wakely,['tm364525'],1,5.55,0.46,5.55,0.46,0
Mostofa Sarwar Farooki,['tm328041'],1,5.9,0.45,5.9,0.45,0
Leli Maki,['tm479734'],1,5.449999999999999,0.28,5.449999999999999,0.28,0
Paul Soriano,['tm438005'],1,5.9,0.34,5.9,0.34,0
Daniel Růžička,['tm701033'],1,5.35,0.19,5.35,0.19,0
Sarthak Dasgupta,['tm469399'],1,6.1,0.38,6.1,0.38,0
Shadab Khan,['tm350116'],1,4.6,0.42,4.6,0.42,0
Blake Lemons,['tm361161'],1,5.0,0.39,5.0,0.39,0
Ishaya Bako,['tm349418'],1,4.9,0.38,4.9,0.38,0
Shazia Ali Khan,['tm450512'],1,7.75,0.35,7.75,0.35,2
Namron,['tm415245'],1,6.4,0.37,6.4,0.37,2
Kanika Batra,['tm479933'],1,6.4,0.28,6.4,0.28,2
Amr Salah,['tm417488'],1,6.1,0.42,6.1,0.42,0
Fajar Bustomi,"['tm362878', 'tm455715', 'tm840236']",3,19.8,1.36,6.6000000000000005,0.4533333333333333,2
Pidi Baiq,"['tm362878', 'tm455715', 'tm840236']",3,19.8,1.36,6.6000000000000005,0.4533333333333333,2
Siddhartha Jatla,['tm358370'],1,7.75,0.41,7.75,0.41,2
Chanda Bell,"['tm815509', 'tm441915', 'tm953122']",3,12.15,1.05,4.05,0.35,0
Tosin Coker,['tm478701'],1,6.0,0.34,6.0,0.34,0
Chung Yeong-joon,['tm429383'],1,6.300000000000001,0.42,6.300000000000001,0.42,2
Mahmoud al Massad,['tm244473'],1,6.449999999999999,0.42,6.449999999999999,0.42,2
Anand Kamalakar,['tm478654'],1,7.55,0.38,7.55,0.38,2
Amit Barot,['tm404569'],1,6.35,0.34,6.35,0.34,2
Tariq Alkazim,['tm478967'],1,6.85,0.39,6.85,0.39,2
Marcos Bucay,"['tm438250', 'tm812783', 'tm1068777']",3,17.3,1.24,5.766666666666667,0.4133333333333333,0
Michael McKay,"['tm369456', 'tm368006', 'tm370472', 'tm893680']",4,20.15,1.4499999999999995,5.0375,0.3624999999999999,1
Mohamed Khalifa,['tm375836'],1,6.15,0.31,6.15,0.31,0
Gangadhar Salimath,['tm480647'],1,7.05,0.3,7.05,0.3,2
Mansore,['tm450769'],1,7.15,0.37,7.15,0.37,2
Jan-Eric Mack,['tm362737'],1,5.65,0.45,5.65,0.45,0
Kunal Kohli,['tm452767'],1,4.15,0.34,4.15,0.34,0
Mamat Khalid,['tm430666'],1,6.25,0.41,6.25,0.41,0
Yoo Byung-jae,['tm404828'],1,5.8,0.26,5.8,0.26,0
Magdy Ahmed Aly,['tm321035'],1,6.65,0.41,6.65,0.41,2
Shirley Frimpong-Manso,['tm361633'],1,3.45,0.36,3.45,0.36,0
Roberto Girault,['tm430459'],1,4.25,0.38,4.25,0.38,0
Andrés Felipe Orjuela,['tm440324'],1,5.35,0.32,5.35,0.32,0
Max Amini,['tm411528'],1,5.55,0.34,5.55,0.34,0
Ranjit Jeyakodi,['tm153164'],1,6.8,0.42,6.8,0.42,2
Müfit Can Saçıntı,['tm428877'],1,5.0,0.42,5.0,0.42,0
Hari Nath,['tm430748'],1,6.7,0.4,6.7,0.4,2
Stephina Zwane,['tm471288'],1,6.65,0.26,6.65,0.26,2
Hasan Aljaberi,['tm465864'],1,3.95,0.32,3.95,0.32,0
K. M. Sarjun,['tm336084'],1,5.6,0.37,5.6,0.37,0
Guntur Soeharjanto,['tm360763'],1,6.15,0.42,6.15,0.42,0
Prasobh VIjayan,['tm420789'],1,5.9,0.34,5.9,0.34,0
Jonathan A. Rosenbaum,"['tm448690', 'tm454375']",2,10.1,0.91,5.05,0.455,0
Diana Chao,['tm819641'],1,4.65,0.18,4.65,0.18,0
Nur Imran Mithu,['tm458186'],1,6.7,0.42,6.7,0.42,2
Rana Eid,['tm327926'],1,5.65,0.28,5.65,0.28,0
Daniel Gray Longino,"['tm327636', 'tm816593']",2,12.1,0.88,6.05,0.44,0
Gupse Özay,['tm366383'],1,5.300000000000001,0.5,5.300000000000001,0.5,0
Rodrigo Toro Solovera,['tm349134'],1,5.4,0.26,5.4,0.26,0
Francisco Schultz,['tm349134'],1,5.4,0.26,5.4,0.26,0
Kayode Kasum,"['tm494577', 'tm898322', 'tm1080109', 'tm878495', 'tm878492']",5,32.7,1.79,6.540000000000001,0.358,1
